mass_kg,volume_m3,area_m2,center_of_mass_m,inertia_at_com_kg_m2,principal_moments_kg_m2
"15.6820467626501","0.00863416965893729","9.46606511100329","-0.014527645842022818;-0.0031927435114502091;0.082992908764569079","0.3788517879237015;0.00079676600550583837;-0.006328698925481515;0.00079676600550583837;0.42754838862511896;0.00015471055278173178;-0.006328698925481515;0.00015471055278173178;0.59168459818224262","0.37865094436091085;0.42756101752386738;0.5918728128462839"
