mass_kg,volume_m3,area_m2,center_of_mass_m,inertia_at_com_kg_m2,principal_moments_kg_m2
"18.68716973046","0.0333854452723784","11.9741026789498","-0.011479619716885435;-0.0028646201924304292;0.11737279769417439","0.88688384352320038;0.0021833398562029187;0.0041891546500027925;0.0021833398562029187;0.92201874845721199;0.0045235640019055459;0.0041891546500027925;0.0045235640019055459;1.2548540814360929","0.88669456671072855;0.92209955920850473;1.2549625474972701"
