instance,path,configuration,suppression_state,transform_4x4
"M3508改 268：17-1","E:\2025赛季\串联腿\M3508改 268：17.SLDASM","默认","0","-0.97539205100696547;-0.22047754269409214;-2.4887989380316963E-17;0.22047754269409214;-0.97539205100696547;2.3501879708090841E-17;-2.9457183693838962E-17;1.7436303909824772E-17;0.99999999999999989;0.00044860659730458421;-0.16303847495412549;-0.011418607860106501;1;0;0;0"
"MG8016-i6-1","E:\2025赛季\串联腿\MG8016-i6.SLDPRT","默认","0","-0.80777222373962776;-0.58949472818231097;-1.68840546466722E-16;-0.58949472818231097;0.80777222373962798;-1.7750820229438486E-16;1.490693766240236E-16;-6.3015618671813579E-17;-1;-0.099612047464146147;-4.1513763697511245E-15;-0.0062000000000000006;1;0;0;0"
"装甲板侧挂轴-1","E:\2025赛季\串联腿\装甲板侧挂轴.SLDPRT","默认","0","1;0;0;0;1;0;0;0;1;-7.0055827802717247E-19;0.020000000000000011;-0.011000000000002931;1;0;0;0"
"装甲模块-1","D:\WheelLeg\装甲模块.SLDASM","默认","2","1.0000000000000002;-1.3877787807814452E-16;2.0373197039163966E-17;1.4177489927922306E-16;0.96592582628907575;-0.25881904510249343;2.3260339041874124E-17;0.25881904510249348;0.96592582628907564;-0.0018354502568923214;0.00013938264859408769;-0.023906750094038073;1;0;0;0"
"装甲模块-1/螺栓M4-8-1","D:\WheelLeg\螺栓M4-8.SLDPRT","M4*8","2","0.73840986304949785;-1.3877787807814457E-16;-0.67435218851222101;1.1456529801223287E-16;1.0000000000000002;-1.1102230246251565E-16;0.67435218851222101;2.7755575615628914E-17;0.73840986304949774;0.047500000000000049;0.082999999999996271;0.11975000000000006;1;0;0;0"
"装甲模块-1/二版RM2019裁判系统支撑架AH02-2","D:\WheelLeg\二版RM2019裁判系统支撑架AH02.SLDPRT","默认","2","1.0000000000000002;-1.3877787807814452E-16;2.0373197039163966E-17;1.4177489927922306E-16;0.96592582628907575;-0.25881904510249343;2.3260339041874124E-17;0.25881904510249348;0.96592582628907564;0.047500000000000001;-0.0070000000000068697;0.13599999999999757;1;0;0;0"
"装甲模块-1/小装甲板-1","D:\WheelLeg\小装甲板.SLDPRT","默认","2","2.0216617833671556E-15;0.25881904510249321;0.96592582628907564;-3.8175922475971524E-16;0.96592582628907564;-0.25881904510249321;-0.99999999999999989;1.5449347767178584E-16;2.0515818865873433E-15;-0.045004395502079894;-0.041391688866563053;0.17302322566961359;1;0;0;0"
"装甲模块-1/大装甲板-改1.15-1","E:\2025赛季\串联腿v2\大装甲板-改1.15.SLDPRT","默认","0","8.0054464869081979E-16;0.96592582628906809;0.25881904510252146;1.9476580391965765E-15;-0.25881904510252146;0.96592582628906798;0.99999999999999989;-2.6917575737686457E-16;-2.0884894023755906E-15;0.045004395502079721;0.15846558992789037;-0.015499126282312377;1;0;0;0"
"装甲模块-1/螺栓M4-8-2","D:\WheelLeg\螺栓M4-8.SLDPRT","M4*8","2","0.64788718471066709;-5.5511151231257827E-17;-0.76173630338043219;1.6441618417049958E-16;1;1.3877787807814457E-16;0.76173630338043252;-1.9428902930940239E-16;0.64788718471066697;-0.04749999999999998;0.082999999999996382;0.11975000000000029;1;0;0;0"
"装甲模块-1/二版RM2019裁判系统支撑架AH02-1","D:\WheelLeg\二版RM2019裁判系统支撑架AH02.SLDPRT","默认","2","1.0000000000000002;-1.3877787807814452E-16;2.0373197039163966E-17;1.4177489927922306E-16;0.96592582628907575;-0.25881904510249343;2.3260339041874124E-17;0.25881904510249348;0.96592582628907564;-0.047499999999999994;-0.0070000000000067794;0.13599999999999779;1;0;0;0"
"碗组轴承32.7-41.8-6-1","E:\2025赛季\串联腿\碗组轴承32.7-41.8-6.SLDPRT","默认","0","0.99339946215366559;-0.11470618376010888;0;0.11470618376010888;0.99339946215366559;0;0;0;0.99999999999999989;-0.20473381266095092;-0.026733991412147155;0.031100000000000069;1;0;0;0"
"膝关节轴承座-2","E:\2025赛季\串联腿\膝关节轴承座.SLDPRT","默认","0","-6.9388939039072284E-18;-4.163336342344337E-17;-0.99999999999999989;0.26832283438395121;0.96332904894857319;-4.163336342344337E-17;0.96332904894857319;-0.26832283438395127;5.5511151231257827E-17;-0.19966251109109423;-0.0085270723870191391;0.04000000000000023;1;0;0;0"
"小腿主动连杆-1","E:\2025赛季\串联腿\小腿主动连杆.SLDPRT","默认","0","0.97492291743309845;-0.22254281624832636;3.5120772722129913E-17;0.22254281624832636;0.97492291743309845;-2.409194451361303E-16;1.9374845604814924E-17;2.4269376398887962E-16;1;2.7274985003210701E-17;0.020000000000000004;0.052500000000000005;1;0;0;0"
"碗组轴承32.7-41.8-6-2","E:\2025赛季\串联腿\碗组轴承32.7-41.8-6.SLDPRT","默认","0","-0.99427064866531645;-0.10689189493432733;-1.0630768160190305E-17;-0.10689189493432733;0.99427064866531645;9.5797151440252019E-17;3.2992170768375023E-19;9.6384638856039216E-17;-1;-0.20473381266095089;-0.026733991412147166;0.047900000000000394;1;0;0;0"
"小腿-1","E:\2025赛季\串联腿\小腿.SLDPRT","默认","0","0.81893525064380368;-0.57388592529610849;-1.2787576216645432E-21;0.57388592529610849;0.81893525064380368;2.6013651100568509E-22;8.9793101108872838E-22;-9.4689595978045292E-22;1;-0.20473381266095089;-0.026733991412147166;0.049900000000000375;1;0;0;0"
"膝关节一级长连杆-1","E:\2025赛季\串联腿\膝关节一级长连杆.SLDPRT","默认","0","-0.81893525064380845;-0.57388592529610161;-5.7445630152942663E-18;0.57388592529610161;-0.81893525064380845;1.0100108556615605E-17;-1.0500735297373581E-17;4.9746110708877625E-18;1;0.092130215697428505;-0.0010302961354669913;0.040499999999999994;1;0;0;0"
"法兰轴承F698 8-19-6-1","E:\2025赛季\串联腿\法兰轴承F698 8-19-6.SLDPRT","默认","0","0.9999434427826287;0.010635376628209252;-1.0894063429134349E-15;-1.124100812432971E-15;-6.106226635438361E-16;-1;-0.01063537662820925;0.99994344278262881;-5.9674487573602164E-16;0.092130215697428505;-0.0010302961354669913;0.050999999999999997;1;0;0;0"
"垫片 8-12-0.5-2","E:\2025赛季\串联腿\垫片 8-12-0.5.SLDPRT","默认","0","0.77898235417866724;0.62704584511681571;0;-0.62704584511681571;0.77898235417866724;0;0;0;1;2.9681873533229396E-17;-0.065592462731278417;0.050499999999999996;1;0;0;0"
"法兰轴承F698 8-19-6-6","E:\2025赛季\串联腿\法兰轴承F698 8-19-6.SLDPRT","默认","0","-0.10723851075112732;0.99423332362774908;2.7755575615628914E-17;5.2041704279304213E-18;0;-1;-0.99423332362774908;-0.10723851075112735;-1.0408340855860843E-17;-0.092130215697427895;-0.0010302961354661947;0.051000000000000018;1;0;0;0"
"膝关节节点连杆-1","E:\2025赛季\串联腿\膝关节节点连杆.SLDPRT","默认","0","0.64249810147244524;-0.76628727615973358;4.0225445442186437E-16;0.76628727615973358;0.64249810147244524;-1.5694278637535362E-15;9.4418487957000474E-16;1.3165968930616527E-15;1;-0.092130215697427881;-0.0010302961354661994;0.052500000000000005;1;0;0;0"
"垫片 8-12-0.5-1","E:\2025赛季\串联腿\垫片 8-12-0.5.SLDPRT","默认","0","-0.99607514100300121;-0.088511657287906331;0;0.088511657287906331;-0.99607514100300121;0;0;0;1;0.092130215697428491;-0.0010302961354669968;0.050499999999999996;1;0;0;0"
"垫片 8-12-1-1","E:\2025赛季\串联腿\垫片 8-12-1.SLDPRT","默认","0","0.78093256092322616;-0.62461534986733402;0;0.62461534986733402;0.78093256092322616;0;0;0;1;-0.24649618925665986;0.023074681538235501;0.063400000000000373;1;0;0;0"
"法兰轴承F698 8-19-6-3","E:\2025赛季\串联腿\法兰轴承F698 8-19-6.SLDPRT","默认","0","-0.54156817195081119;0.84065683553389159;5.6665552685410629E-17;1.1408256170817683E-15;6.675367017218466E-16;0.99999999999999989;0.84065683553389148;0.54156817195081108;-1.3205594844135326E-15;4.1956276967639468E-17;-0.065592462731278403;0.064000000000000001;1;0;0;0"
"法兰轴承F698 8-19-6-7","E:\2025赛季\串联腿\法兰轴承F698 8-19-6.SLDPRT","默认","0","-0.83661053187435086;0.547798154393492;5.8875135308951645E-16;1.1408256170817687E-15;6.6753670172184689E-16;0.99999999999999989;0.547798154393492;0.83661053187435064;-1.1834104025953734E-15;-0.13389259229313683;0.048778376814916494;0.063999999999999974;1;0;0;0"
"垫片 8-12-2-1","E:\2025赛季\串联腿\垫片 8-12-2.SLDPRT","默认","0","0.65342111404199044;0.75699461538647972;0;-0.75699461538647972;0.65342111404199044;0;0;0;1;-0.092130215697427895;-0.0010302961354661862;0.049000000000000016;1;0;0;0"
"法兰轴承F698 8-19-6-4","E:\2025赛季\串联腿\法兰轴承F698 8-19-6.SLDPRT","默认","0","-0.88652572387776307;0.46267930675902075;3.4694469519536142E-17;-3.6699235199394774E-17;4.6677113868790942E-18;-1;-0.46267930675902075;-0.88652572387776307;1.284193048453676E-17;2.9681873533229396E-17;-0.065592462731278417;0.050999999999999997;1;0;0;0"
"120mm弧形轮-1","E:\2025赛季\串联腿\120mm弧形轮.SLDPRT","默认","0","0.98487329848733896;0.17327603967851191;-9.3202255323370951E-16;-0.17327603967851191;0.98487329848733896;-1.2416736662391389E-18;9.1770897397241585E-16;1.6272006815470603E-16;1;-1.5337115527854962E-15;-0.17020547273617467;0.083950000000000358;1;0;0;0"
"膝关节二级长连杆-1","E:\2025赛季\串联腿\膝关节二级长连杆.SLDPRT","默认","0","0.97492291743309956;0.22254281624832034;2.5706651748255379E-16;-0.22254281624832034;0.97492291743309956;-2.6086947576100374E-16;-3.0867466700753498E-16;1.9711932361444538E-16;1;-0.24649618925665986;0.023074681538235498;0.064499999999999974;1;0;0;0"
"法兰轴承F698 8-19-6-2","E:\2025赛季\串联腿\法兰轴承F698 8-19-6.SLDPRT","默认","0","0.89701097507707173;0.44200826982227515;-1.3183898417423736E-15;1.1408256170817764E-15;6.6753670172185961E-16;0.99999999999999989;0.44200826982227509;-0.89701097507707162;9.453339053601231E-17;0.092130215697428505;-0.0010302961354669881;0.063999999999999987;1;0;0;0"
"法兰轴承F698 8-19-6-5","E:\2025赛季\串联腿\法兰轴承F698 8-19-6.SLDPRT","默认","0","0.73594345178301701;0.67704300880940971;-1.2915341995421271E-15;1.140825617081775E-15;6.6753670172185754E-16;0.99999999999999989;0.6770430088094096;-0.7359434517830169;-2.8111874385886231E-16;-0.092130215697427881;-0.0010302961354661775;0.064000000000000001;1;0;0;0"
"垫片 8-12-0.5-4","E:\2025赛季\串联腿\垫片 8-12-0.5.SLDPRT","默认","0","0.78093256092322616;-0.62461534986733402;0;0.62461534986733402;0.78093256092322616;0;0;0;1;-0.13389259229313683;0.04877837681491648;0.063999999999999974;1;0;0;0"
