mate_name,mate_type,alignment,entity_index,component,entity_params,error_code,suppressed
"重合68","0","1","0","大侧板-1","0;0;0;0;0;-1;0;0","0","False"
"重合68","0","1","1","底盘骨架-1","0.090000000000000052;-0.050499999999999948;0;-1.2325951644078309E-32;-4.1633363423443389E-17;1;0;0","0","False"
"同心69","1","0","0","大侧板-1","-0.083999999999999977;-0.056500000000000015;0.0080000000000000002;0;0;-1;0.0021000000000000051;0","0","False"
"同心69","1","0","1","底盘骨架-1","-0.083999999999999964;-0.056499999999999967;0;1.2325951644078309E-32;4.1633363423443389E-17;-1;0.0021000000000000051;0","0","False"
"同心70","1","0","0","大侧板-1","-0.083999999999999977;-0.074500000000000011;0.0080000000000000002;0;0;-1;0.0021000000000000051;0","0","False"
"同心70","1","0","1","底盘骨架-1","-0.083999999999999964;-0.074499999999999955;0;1.2325951644078309E-32;4.1633363423443389E-17;-1;0.0020999999999999986;0","0","False"
"宽度2","11","1","0","电机梁两头内嵌打印件-1","-0.069999999999999979;-0.065500000000000017;-0.0011999999999999997;0;0;1;0;0","0","False"
"宽度2","11","1","1","电机梁两头内嵌打印件-1","-0.069999999999999979;-0.065500000000000017;-0.038800000000000001;0;0;-1;0;0","0","False"
"宽度2","11","1","2","底盘骨架-1","0.090000000000000052;-0.050499999999999948;-0.0010000000000000009;1.2325951644078309E-32;4.1633363423443389E-17;-1;0;0","0","False"
"宽度2","11","1","3","底盘骨架-1","0.090000000000000052;-0.050499999999999948;-0.039000000000000007;-1.2325951644078309E-32;-4.1633363423443389E-17;1;0;0","0","False"
"宽度3","11","1","0","电机梁两头内嵌打印件-1","-0.089999999999999969;-0.051700000000000017;-0.0011999999999999997;0;1;0;0;0","0","False"
"宽度3","11","1","1","电机梁两头内嵌打印件-1","-0.089999999999999969;-0.079300000000000023;-0.0011999999999999997;0;-1;0;0;0","0","False"
"宽度3","11","1","2","底盘骨架-1","4.7378767575878557E-17;-0.051499999999999949;-0.126;-8.3266726846886716E-17;-1;-4.4935516350804199E-17;0;0","0","False"
"宽度3","11","1","3","底盘骨架-1","4.5047299224165727E-17;-0.07949999999999996;-0.126;8.3266726846886716E-17;1;4.4935516350804199E-17;0;0","0","False"
"同心71","1","0","0","大侧板-1","-0.083999999999999977;-0.056500000000000015;0.0080000000000000002;0;0;-1;0.0021000000000000051;0","0","False"
"同心71","1","0","1","电机梁两头内嵌打印件-1","-0.083999999999999991;-0.056500000000000015;-0.0011999999999999997;0;0;-1;0.00215;0","0","False"
"宽度4","11","1","0","电机梁中间内嵌打印件-1","2.4286128663675299E-17;-0.065500000000000003;-0.0011999999999999997;0;0;1;0;0","0","False"
"宽度4","11","1","1","电机梁中间内嵌打印件-1","2.4286128663675299E-17;-0.065500000000000003;-0.038800000000000001;0;0;-1;0;0","0","False"
"宽度4","11","1","2","底盘骨架-1","0.090000000000000052;-0.050499999999999948;-0.0010000000000000009;1.2325951644078309E-32;4.1633363423443389E-17;-1;0;0","0","False"
"宽度4","11","1","3","底盘骨架-1","0.090000000000000052;-0.050499999999999948;-0.039000000000000007;-1.2325951644078309E-32;-4.1633363423443389E-17;1;0;0","0","False"
"宽度5","11","1","0","电机梁中间内嵌打印件-1","-0.020999999999999974;-0.051700000000000003;-0.0011999999999999997;0;1;0;0;0","0","False"
"宽度5","11","1","1","电机梁中间内嵌打印件-1","-0.02099999999999997;-0.079300000000000009;-0.0011999999999999997;0;-1;0;0;0","0","False"
"宽度5","11","1","2","底盘骨架-1","4.7378767575878557E-17;-0.051499999999999949;-0.126;-8.3266726846886716E-17;-1;-4.4935516350804199E-17;0;0","0","False"
"宽度5","11","1","3","底盘骨架-1","4.5047299224165727E-17;-0.07949999999999996;-0.126;8.3266726846886716E-17;1;4.4935516350804199E-17;0;0","0","False"
"同心72","1","0","0","电机梁中间内嵌打印件-1","-0.017499999999999967;-0.056500000000000009;-0.0011999999999999997;0;0;-1;0.00215;0","0","False"
