mass_kg,volume_m3,area_m2,center_of_mass_m,inertia_at_com_kg_m2,principal_moments_kg_m2
"0.994478771084523","0.000648471442999908","2.8928319892314","0.0010495181687039258;0.018886432214860541;-0.12547862686799408","0.088141902297233357;-8.2857422370934759E-05;7.9830662897101807E-05;-8.2857422370934759E-05;0.097228972167788738;-4.1161429398410954E-05;7.9830662897101807E-05;-4.1161429398410954E-05;0.044337766582632165","0.044337588827733178;0.088141293699581888;0.097229758520339021"
