instance,path,configuration,suppression_state,transform_4x4
"防松螺母M5-改1.15-5","D:\WheelLeg\防松螺母M5-改1.15.SLDPRT","默认","2","-4.4995739301886178E-18;-0.60621840417869333;-0.79529821226697006;-1.3823889130345591E-17;-0.79529821226697006;0.60621840417869333;-1;1.3721838839383639E-17;-4.8017929054992134E-18;-0.19200000000000009;-0.14837294124166095;0.088327253757509328;1;0;0;0"
"垫片 8-12-1-改1.15-2","D:\WheelLeg\垫片 8-12-1-改1.15.SLDPRT","默认","2","-2.7755575615628914E-16;0.32118997460026411;-0.94701478352572832;1.1102230246251573E-16;0.9470147835257281;0.32118997460026405;1;-1.599163546307169E-17;-2.9850865484066611E-16;-0.19249999999999981;-0.23200194434282628;0.10258034605834282;1;0;0;0"
"塞打螺栓 M6-φ8-20-改1.15-7","D:\WheelLeg\塞打螺栓 M6-φ8-20-改1.15.SLDPRT","默认","2","-6.9388939039072271E-17;-0.89820193104179202;-0.43958308779205302;-1;1.828725305580288E-16;-2.1581249069237592E-16;2.7423086753787574E-16;0.43958308779205302;-0.89820193104179202;-0.20550000000000004;-0.12534663436400947;0.14690748056219383;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-14","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","-2.2077066737236084E-17;0.99999933258595441;-0.0011553474135105267;-1;-2.1748329094409714E-17;2.8454831345296973E-16;2.845229966656613E-16;0.0011553474135105267;0.99999933258595441;-0.19200000000000084;-0.087263435437213821;0.094232344496849002;1;0;0;0"
"塞打螺栓 M6-φ8-20-改1.15-6","D:\WheelLeg\塞打螺栓 M6-φ8-20-改1.15.SLDPRT","默认","2","1.9428902930940244E-16;-0.031164742610794004;-0.99951426143802635;-1;1.1697911125491563E-16;-1.9803084442009635E-16;1.2309387028498417E-16;0.99951426143802613;-0.031164742610793997;-0.20550000000000004;-0.23200194434282628;0.10258034605834282;1;0;0;0"
"C620无刷电机调速器-改1.15-2","D:\WheelLeg\C620无刷电机调速器-改1.15.SLDASM","默认","2","-2.1475048645963197E-16;0.77567498166418991;-0.63113257150955115;1;-3.1901384763447409E-16;-7.3233670347360719E-16;-7.6939528904360525E-16;-0.63113257150955115;-0.77567498166418991;-0.19239999999999982;-0.068286809232320542;-0.051896619138705781;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\C620无刷电机调速器.STEP.SLDASM","默认","2","-2.1475048645963197E-16;0.77567498166418991;-0.63113257150955115;1;-3.1901384763447409E-16;-7.3233670347360719E-16;-7.6939528904360525E-16;-0.63113257150955115;-0.77567498166418991;-0.19239999999999982;-0.068286809232320542;-0.051896619138705781;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\C620无刷电机调速器.STEP.STEP.SLDASM","默认","2","-2.1475048645963197E-16;0.77567498166418991;-0.63113257150955115;1;-3.1901384763447409E-16;-7.3233670347360719E-16;-7.6939528904360525E-16;-0.63113257150955115;-0.77567498166418991;-0.19239999999999982;-0.068286809232320542;-0.051896619138705781;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/8.STEP.STEP-1","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\8.STEP.STEP.SLDPRT","默认","2","-1;3.1901384763447409E-16;7.3233670347360719E-16;-2.1475048645963197E-16;0.77567498166418991;-0.63113257150955115;-7.6939528904360525E-16;-0.63113257150955115;-0.77567498166418991;-0.19299999999999981;-0.069605456701149662;-0.050823693767139543;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/6.STEP.STEP-1","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\6.STEP.STEP.SLDPRT","默认","2","-0.43166679091648275;-0.56930249382224773;-0.69968453759364668;0.90203313776150462;-0.27243897178639531;-0.33483313012918253;2.1475048645963197E-16;-0.77567498166418991;0.63113257150955115;-0.15257399825701182;-0.06529705366832679;-0.044736390374925585;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/7.STEP.STEP-1","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\7.STEP.STEP.SLDPRT","默认","2","-2.1475048645963197E-16;0.77567498166418991;-0.63113257150955115;1;-3.1901384763447409E-16;-7.3233670347360719E-16;-7.6939528904360525E-16;-0.63113257150955115;-0.77567498166418991;-0.19179999999999983;-0.069605456701149662;-0.050823693767139543;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/2.STEP.STEP-1","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\2.STEP.STEP.SLDPRT","默认","2","7.6939528904360525E-16;0.63113257150955115;0.77567498166418991;2.1475048645963197E-16;-0.77567498166418991;0.63113257150955115;1;-3.1901384763447409E-16;-7.3233670347360719E-16;-0.19300141999999984;-0.062371069525268164;-0.069344095640931247;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/5.STEP.STEP-4","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\5.STEP.STEP.SLDPRT","默认","2","-2.1475048645963197E-16;0.77567498166418991;-0.63113257150955115;1;-3.1901384763447409E-16;-7.3233670347360719E-16;-7.6939528904360525E-16;-0.63113257150955115;-0.77567498166418991;-0.19599999999999981;-0.072625842954966255;-0.034571701062312367;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/5.STEP.STEP-2","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\5.STEP.STEP.SLDPRT","默认","2","-2.1475048645963197E-16;0.77567498166418991;-0.63113257150955115;1;-3.1901384763447409E-16;-7.3233670347360719E-16;-7.6939528904360525E-16;-0.63113257150955115;-0.77567498166418991;-0.19599999999999984;-0.062163723051847183;-0.070673142129571154;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/5.STEP.STEP-3","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\5.STEP.STEP.SLDPRT","默认","2","-2.1475048645963197E-16;0.77567498166418991;-0.63113257150955115;1;-3.1901384763447409E-16;-7.3233670347360719E-16;-7.6939528904360525E-16;-0.63113257150955115;-0.77567498166418991;-0.19599999999999981;-0.086132079985270657;-0.051171145669926026;1;0;0;0"
"C620无刷电机调速器-改1.15-2/C620无刷电机调速器.STEP-1/C620无刷电机调速器.STEP.STEP-1/5.STEP.STEP-1","C:\Users\20939\AppData\Local\Temp\swx21600\IC~~\5.STEP.STEP.SLDPRT","默认","2","-6.3915015124590405E-16;-0.869456301213964;-0.49400985848395007;1;-3.1901384763447409E-16;-7.3233670347360719E-16;4.79138775721063E-16;-0.49400985848395007;0.869456301213964;-0.19599999999999981;-0.048657486021542795;-0.054073697521957495;1;0;0;0"
"塞打螺栓 M6-φ8-20-改1.15-8","D:\WheelLeg\塞打螺栓 M6-φ8-20-改1.15.SLDPRT","默认","2","3.3458321362802289E-16;-0.87425519563928544;0.48546663417552716;1;1.9506187270999755E-16;-3.3792097415466104E-16;2.0073313656970345E-16;0.48546663417552705;0.87425519563928522;-0.16250000000000012;-0.087263435437213807;0.094232344496849002;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-15","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","-4.1633363423443383E-17;0.56528061854549361;0.82489867395748939;1;-8.2733366558207645E-18;5.6140374263794025E-17;3.8559729925803432E-17;0.82489867395748939;-0.56528061854549361;-0.17900000000000083;-0.12534663436400947;0.14690748056219383;1;0;0;0"
"膝关节二级长连杆-改1.15-2","D:\WheelLeg\膝关节二级长连杆-改1.15.SLDPRT","默认","2","2.2489838995358665E-18;0.92342259721919318;0.38378471431905659;2.3898011086161954E-16;0.38378471431905659;-0.92342259721919318;-1;9.3793676128576688E-17;-2.1981650901217585E-16;-0.19250000000000003;-0.23200194434282481;0.10258034605834623;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-12","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","-2.2077066737236084E-17;0.99999933258595441;-0.0011553474135105267;-1;-2.1748329094409714E-17;2.8454831345296973E-16;2.845229966656613E-16;0.0011553474135105267;0.99999933258595441;-0.19149999999999981;-0.23200194434282628;0.10258034605834282;1;0;0;0"
"垫片 8-12-0.5-改1.15-4","D:\WheelLeg\垫片 8-12-0.5-改1.15.SLDPRT","默认","2","-2.0424563056024358E-16;0.18978522971328715;-0.98182562941831741;9.6684576876675077E-18;-0.98182562941831741;-0.18978522971328715;-1;-4.8255543468509508E-17;1.98698664317525E-16;-0.19200000000000003;-0.12534663436400947;0.14690748056219383;1;0;0;0"
"防松螺母M6-改1.15-9","D:\WheelLeg\防松螺母M6-改1.15.SLDPRT","默认","2","-2.2204460492503123E-16;-0.60604336159437633;-0.7954316085417954;6.9388939039072321E-17;-0.7954316085417954;0.60604336159437633;-1;7.9374503397803285E-17;2.1867400313625175E-16;-0.19200000000000084;-0.087263435437213821;0.094232344496849002;1;0;0;0"
"垫片 8-12-2-改1.15-2","D:\WheelLeg\垫片 8-12-2-改1.15.SLDPRT","默认","2","-1.9081958235744878E-17;0.72621313733049198;0.68746962054232186;-2.2551405187698492E-17;0.68746962054232197;-0.72621313733049209;-1;-2.9360974723872935E-17;3.2588601250376867E-18;-0.17700000000000082;-0.087263435437213821;0.094232344496849002;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-13","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","8.3266726846886765E-17;0.98009344407636578;-0.19853674944082234;1;-8.5340010572317448E-17;-1.8860892681278574E-18;-1.8791672022908228E-17;-0.19853674944082234;-0.98009344407636578;-0.17900000000000083;-0.087263435437213821;0.094232344496849002;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-19","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","-2.2077066737236084E-17;0.99999933258595441;-0.0011553474135105267;-1;-2.1748329094409714E-17;2.8454831345296973E-16;2.845229966656613E-16;0.0011553474135105267;0.99999933258595441;-0.19200000000000073;0.087263435437207326;0.094232344496849141;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-20","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","1.4701459441328136E-16;-0.84507032728906495;0.53465516170289862;1;4.8255543468509255E-17;-1.9869866431752544E-16;1.421142698904942E-16;0.53465516170289862;0.84507032728906495;-0.17899999999999999;0.087263435437207326;0.094232344496849141;1;0;0;0"
"垫片 8-12-0.5-改1.15-6","D:\WheelLeg\垫片 8-12-0.5-改1.15.SLDPRT","默认","2","-2.0424563056024358E-16;0.18978522971328715;-0.98182562941831741;9.6684576876675077E-18;-0.98182562941831741;-0.18978522971328715;-1;-4.8255543468509508E-17;1.98698664317525E-16;-0.17849999999999999;0.087263435437207326;0.094232344496849141;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-16","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","-2.2077066737236084E-17;0.99999933258595441;-0.0011553474135105267;-1;-2.1748329094409714E-17;2.8454831345296973E-16;2.845229966656613E-16;0.0011553474135105267;0.99999933258595441;-0.19200000000000003;-0.12534663436400947;0.14690748056219383;1;0;0;0"
"塞打螺栓 M6-φ8-20-改1.15-9","D:\WheelLeg\塞打螺栓 M6-φ8-20-改1.15.SLDPRT","默认","2","3.3458321362802289E-16;-0.87425519563928544;0.48546663417552716;1;1.9506187270999755E-16;-3.3792097415466104E-16;2.0073313656970345E-16;0.48546663417552705;0.87425519563928522;-0.16549999999999998;-6.3557728968051715E-15;0.023229930202015144;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-18","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","-2.2077066737236084E-17;0.99999933258595441;-0.0011553474135105267;-1;-2.1748329094409714E-17;2.8454831345296973E-16;2.845229966656613E-16;0.0011553474135105267;0.99999933258595441;-0.19200000000000081;-6.3561813945589617E-15;0.023229930202015137;1;0;0;0"
"垫片 8-12-0.5-改1.15-5","D:\WheelLeg\垫片 8-12-0.5-改1.15.SLDPRT","默认","2","-2.0424563056024358E-16;0.18978522971328715;-0.98182562941831741;9.6684576876675077E-18;-0.98182562941831741;-0.18978522971328715;-1;-4.8255543468509508E-17;1.98698664317525E-16;-0.17849999999999999;-6.3559546822885551E-15;0.02322993020201514;1;0;0;0"
"膝关节节点连杆-改1.15-2","D:\WheelLeg\膝关节节点连杆-改1.15.SLDPRT","默认","2","2.3607455078283931E-16;0.58589536810445231;-0.8103867086976122;-1.8321099197653167E-16;0.8103867086976122;0.58589536810445231;1;1.0156766954081325E-17;2.9865414980104432E-16;-0.19050000000000084;-0.087263435437220094;0.09423234449684903;1;0;0;0"
