instance,path,configuration,suppression_state,transform_4x4
"2_膝关节锁盖M27-改1.15-1","D:\WheelLeg\2_膝关节锁盖M27-改1.15.SLDPRT","默认","2","-4.2371545668648871E-16;0.7807553221786836;0.62483688022527972;-4.3356439632169196E-16;-0.62483688022527961;0.7807553221786836;1;3.8743176623320026E-17;5.8075158584825181E-16;0.155;-0.19391874541603688;0.049905209992997981;1;0;0;0"
"2_新小腿主动连杆-1","D:\WheelLeg\2_新小腿主动连杆.SLDPRT","默认","2","-2.4224727920942104E-16;0.92342259721919306;-0.38378471431905631;2.9663945928781413E-16;-0.38378471431905631;-0.92342259721919306;-0.99999999999999989;-3.3754230187537963E-16;-1.8095277708729416E-16;0.19050000000000075;-6.4377586411897933E-15;0.13049999999999995;1;0;0;0"
"塞打螺栓M6-φ8-20-改1.15-1","D:\WheelLeg\塞打螺栓M6-φ8-20-改1.15.SLDPRT","默认","2","0.98890479233873951;-0.14855070410292409;-1.0650711619906779E-14;3.1315694304692171E-16;-6.9612791436917733E-14;0.99999999999999989;-0.14855070410292406;-0.9889047923387394;-6.8793903408903198E-14;0.11950000000000296;7.2033689493372586E-15;0.1409999999999999;1;0;0;0"
"碗组轴承32.7-41.8-6-改1.15-1","D:\WheelLeg\碗组轴承32.7-41.8-6-改1.15.SLDPRT","默认","2","4.8731624839158922E-16;-0.99730065104946941;0.073426231118753488;6.3759972172752065E-17;-0.073426231118753488;-0.99730065104946941;1;4.906824662407985E-16;2.7806066276456991E-17;0.159;-0.19391874541603688;0.049905209992997995;1;0;0;0"
"碗组轴承42-52-7-改1.15-2","D:\WheelLeg\碗组轴承42-52-7-改1.15.SLDPRT","默认","2","-4.2785823018522492E-16;-0.16096670564885801;-0.98695983690956446;2.7723424711572085E-16;0.98695983690956446;-0.16096670564885801;1;-3.4248999711674418E-16;-3.7765340563276536E-16;0.17250000000000001;-5.7778510716320926E-17;0.13049999999999998;1;0;0;0"
"2_膝关节螺母M27-改1.15-1","D:\WheelLeg\2_膝关节螺母M27-改1.15.SLDPRT","默认","2","0.99999999999999989;1.7817431487470577E-16;8.2413277638238302E-16;-7.0465886232465634E-16;0.79845980257197691;0.6020481240538168;-5.1419198837152654E-16;-0.6020481240538168;0.79845980257197691;0.16050000000000003;-0.19391874541603688;0.049905209992997981;1;0;0;0"
"滚针轴承20-26-10-改1.15-1","D:\WheelLeg\滚针轴承20-26-10-改1.15.SLDPRT","默认","2","-3.095514506700672E-18;-0.010736976690601394;0.99994235700441525;1.365733713827172E-16;0.99994235700441525;0.010736976690601394;-1;1.365987353515775E-16;-1.6289509668785473E-18;0.20950000000000013;-0.00011637143067797783;0.13070851336240855;1;0;0;0"
"垫片 6-10-1-改1.15-9","D:\WheelLeg\垫片 6-10-1-改1.15.SLDPRT","默认","2","-2.7755575615628914E-16;0.32118997460026411;-0.94701478352572832;1.1102230246251573E-16;0.9470147835257281;0.32118997460026405;1;-1.599163546307169E-17;-2.9850865484066611E-16;-0.070000000000000048;0.042499999999999989;-0.020000000000000007;1;0;0;0"
"防松螺母M5-改1.15-8","D:\WheelLeg\防松螺母M5-改1.15.SLDPRT","默认","2","-2.9068625871246115E-16;0.49999999999999967;-0.86602540378443893;-3.3694991545832079E-16;0.86602540378443893;0.49999999999999967;1;4.3715031594615519E-16;-8.3266726846886704E-17;-0.063000000000000084;0.042499999999999982;-0.019999999999999997;1;0;0;0"
"张紧打印件-定-改1.15-4","D:\WheelLeg\张紧打印件-定-改1.15.SLDPRT","默认","2","-5.4316834775629251E-17;-1;1.2733466624864628E-14;-9.3675067702747608E-17;1.2733466624864628E-14;1;-1;5.4316834775628056E-17;-9.3675067702748298E-17;0.11599999999999999;0.00012761887582908582;0.14062761887582947;1;0;0;0"
"防松螺母M5-改1.15-10","D:\WheelLeg\防松螺母M5-改1.15.SLDPRT","默认","2","2.9068625871246115E-16;-0.49999999999999967;-0.86602540378443893;3.3694991545832079E-16;-0.86602540378443893;0.49999999999999967;-1;-4.3715031594615519E-16;-8.3266726846886704E-17;0.063000000000000084;-0.042499999999999982;-0.019999999999999997;1;0;0;0"
"包胶轴承 30-6-6-改1.15-16","D:\WheelLeg\包胶轴承 30-6-6-改1.15.SLDPRT","默认","2","2.4808452590319688E-16;-0.89866808818982746;-0.43862930507347631;1.1595947809576704E-16;-0.43862930507347619;0.89866808818982724;-1;-2.738088718967349E-16;-4.6080607085889152E-18;0.069000000000000061;-0.042500000000000017;-0.020000000000000014;1;0;0;0"
"塞打螺栓M5-φ6-20-改1.15-11","D:\WheelLeg\塞打螺栓M5-φ6-20-改1.15.SLDPRT","默认","2","1.8728397838647577E-16;-0.94984764934769605;0.31271303623075342;1;2.0955694237848671E-16;3.7616566542944684E-17;-1.0126119502175681E-16;0.31271303623075342;0.94984764934769605;0.087499999999997857;-0.042499999999999073;-0.019999999999999515;1;0;0;0"
"包胶轴承 30-6-6-改1.15-17","D:\WheelLeg\包胶轴承 30-6-6-改1.15.SLDPRT","默认","2","-2.4808452590319688E-16;-0.89866808818982746;-0.43862930507347631;-1.1595947809576704E-16;-0.43862930507347619;0.89866808818982724;-1;2.738088718967349E-16;4.6080607085889152E-18;-0.063000000000000056;-0.042500000000000017;-0.020000000000000014;1;0;0;0"
"镜向张紧打印件-动-改1.15-2","D:\WheelLeg\镜向张紧打印件-动-改1.15.SLDPRT","默认","2","2.4134340359527343E-16;-1;1.295057810990486E-14;1.4571677198205177E-16;1.2950578109904857E-14;0.99999999999999989;-0.99999999999999989;-2.4134340359527146E-16;1.457167719820549E-16;-0.11599999999999999;-0.0031745281827179643;0.13986262163793656;1;0;0;0"
"张紧打印件-定-改1.15-2","D:\WheelLeg\张紧打印件-定-改1.15.SLDPRT","默认","2","5.4316834775629251E-17;-1;1.2733466624864628E-14;9.3675067702747608E-17;1.2733466624864628E-14;1;-1;-5.4316834775628056E-17;9.3675067702748298E-17;-0.11599999999999999;0.00012761887582908582;0.14062761887582947;1;0;0;0"
"镜向张紧打印件-动-改1.15-5","D:\WheelLeg\镜向张紧打印件-动-改1.15.SLDPRT","默认","2","2.4134340359527339E-16;1;1.295057810990486E-14;1.4571677198205177E-16;-1.2950578109904857E-14;0.99999999999999989;0.99999999999999989;-2.4134340359527146E-16;-1.457167719820549E-16;0.11600000000000003;0.0031745281827180202;0.13986262163793658;1;0;0;0"
"张紧打印件-定-改1.15-3","D:\WheelLeg\张紧打印件-定-改1.15.SLDPRT","默认","2","-5.4316834775629251E-17;1;1.2733466624864628E-14;-9.3675067702747608E-17;-1.2733466624864628E-14;1;1;5.4316834775628056E-17;9.3675067702748298E-17;0.11599999999999999;-0.00012761887582908582;0.14062761887582947;1;0;0;0"
"包胶轴承 30-6-6-改1.15-8","D:\WheelLeg\包胶轴承 30-6-6-改1.15.SLDPRT","默认","2","-2.4808452590319688E-16;0.89866808818982746;-0.43862930507347631;-1.1595947809576704E-16;0.43862930507347619;0.89866808818982724;1;2.738088718967349E-16;-4.6080607085889152E-18;-0.069000000000000061;0.042500000000000017;-0.020000000000000014;1;0;0;0"
"镜向张紧打印件-动-改1.15-6","D:\WheelLeg\镜向张紧打印件-动-改1.15.SLDPRT","默认","0","-2.4134340359527343E-16;-1;1.295057810990486E-14;-1.457167719820518E-16;1.295057810990486E-14;1;-1;2.4134340359527156E-16;-1.4571677198205493E-16;0.10600000000000008;2.1510571102112408E-16;0.14049999999999871;1;0;0;0"
"包胶轴承 30-6-6-改1.15-15","D:\WheelLeg\包胶轴承 30-6-6-改1.15.SLDPRT","默认","2","3.0688816650712101E-16;-0.98192891909560509;-0.1892500933784097;5.914801126786469E-17;-0.1892500933784097;0.98192891909560509;-1;-3.1253613227716001E-16;5.2860270745738786E-22;0.081999999999999643;-0.042500000000000059;-0.019999999999999976;1;0;0;0"
"垫片 6-10-1-改1.15-13","D:\WheelLeg\垫片 6-10-1-改1.15.SLDPRT","默认","2","2.7491295548508455E-16;-0.34301329054325386;-0.93933055018491207;-1.1741386769042093E-16;-0.93933055018491207;0.34301329054325386;-1;1.5991635463071632E-17;-2.9850865484066621E-16;0.075999999999999998;-0.042499999999999948;-0.019999999999999987;1;0;0;0"
"垫片 6-10-1-改1.15-14","D:\WheelLeg\垫片 6-10-1-改1.15.SLDPRT","默认","2","2.7755575615628914E-16;-0.32118997460026411;-0.94701478352572832;-1.1102230246251573E-16;-0.9470147835257281;0.32118997460026405;-1;1.599163546307169E-17;-2.9850865484066611E-16;0.070000000000000048;-0.042499999999999989;-0.020000000000000007;1;0;0;0"
"垫片 6-10-1-改1.15-15","D:\WheelLeg\垫片 6-10-1-改1.15.SLDPRT","默认","2","2.7755575615628914E-16;-0.32118997460026411;-0.94701478352572832;-1.1102230246251573E-16;-0.9470147835257281;0.32118997460026405;-1;1.599163546307169E-17;-2.9850865484066611E-16;0.08300000000000006;-0.042499999999999982;-0.020000000000000004;1;0;0;0"
"6_电机梁嵌件-5","D:\WheelLeg\6_电机梁嵌件.SLDPRT","默认","2","7.8968420012644176E-17;-1;1.2490009027033011E-16;-1;-7.8968420012644176E-17;-9.7618876947816732E-18;9.7618876947816824E-18;-1.2490009027033011E-16;-1;-0.106;-0.070000000000000007;0.058799999999999998;1;0;0;0"
"包胶轴承 30-6-6-改1.15-18","D:\WheelLeg\包胶轴承 30-6-6-改1.15.SLDPRT","默认","2","-3.0688816650712101E-16;-0.98192891909560509;-0.1892500933784097;-5.9148011267864678E-17;-0.1892500933784097;0.98192891909560509;-1;3.1253613227715996E-16;-5.2860270744506191E-22;-0.075999999999999637;-0.042500000000000066;-0.019999999999999976;1;0;0;0"
"垫片 6-10-1-改1.15-18","D:\WheelLeg\垫片 6-10-1-改1.15.SLDPRT","默认","2","-2.7491295548508455E-16;-0.34301329054325386;-0.93933055018491207;1.1741386769042093E-16;-0.93933055018491207;0.34301329054325386;-1;-1.5991635463071632E-17;2.9850865484066621E-16;-0.074999999999999997;-0.042499999999999948;-0.019999999999999987;1;0;0;0"
"2_新侧挂轴固定件-改1.15-4","D:\WheelLeg\2_新侧挂轴固定件-改1.15.SLDPRT","默认","2","1.9711195791233038E-16;1;-6.3046790010901064E-14;-7.3406501448370533E-17;6.3046790010901064E-14;1;1;-1.9711195791232574E-16;7.3406501448382957E-17;0.113;-3.150297462134985E-15;0.13049999999999995;1;0;0;0"
"小铝条M3-40-7","D:\WheelLeg\小铝条M3-40.SLDPRT","默认","0","0;1.5312263386401929E-13;-1;8.4681997668389953E-17;1;1.5312263386401929E-13;1;-8.4681997668389953E-17;-1.2966730523850609E-29;-0.25540000000000007;0.069500000000005058;0.096500000000010064;1;0;0;0"
"防松螺母M5-改1.15-11","D:\WheelLeg\防松螺母M5-改1.15.SLDPRT","默认","2","2.9068625871246115E-16;0.49999999999999967;0.86602540378443893;-3.3694991545832084E-16;-0.86602540378443893;0.49999999999999967;1;-4.3715031594615529E-16;-8.3266726846886765E-17;-0.063000000000000084;-0.042499999999999982;-0.019999999999999997;1;0;0;0"
"垫片 6-10-1-改1.15-17","D:\WheelLeg\垫片 6-10-1-改1.15.SLDPRT","默认","2","-2.7755575615628909E-16;-0.32118997460026405;-0.9470147835257281;1.1102230246251573E-16;-0.9470147835257281;0.32118997460026405;-1;-1.5991635463071681E-17;2.9850865484066616E-16;-0.069000000000000047;-0.042499999999999989;-0.020000000000000007;1;0;0;0"
"塞打螺栓M5-φ6-20-改1.15-12","D:\WheelLeg\塞打螺栓M5-φ6-20-改1.15.SLDPRT","默认","2","-1.8728397838647577E-16;-0.94984764934769605;0.31271303623075342;-1;2.0955694237848671E-16;3.7616566542944684E-17;-1.0126119502175681E-16;-0.31271303623075342;-0.94984764934769605;-0.087499999999997857;-0.042499999999999073;-0.019999999999999515;1;0;0;0"
"小铝条M3-40-8","D:\WheelLeg\小铝条M3-40.SLDPRT","默认","0","9.2181326783019345E-17;1;1.5271117703719031E-13;-5.0869700489640086E-19;1.5271117703719031E-13;-1;-1;9.2181326783019271E-17;5.0869700491047796E-19;-0.23170777967402834;0.069500000000009957;0.064500000000010077;1;0;0;0"
"垫片 6-10-1-改1.15-16","D:\WheelLeg\垫片 6-10-1-改1.15.SLDPRT","默认","2","-2.7755575615628909E-16;-0.32118997460026405;-0.9470147835257281;1.1102230246251573E-16;-0.9470147835257281;0.32118997460026405;-1;-1.5991635463071681E-17;2.9850865484066616E-16;-0.082000000000000059;-0.042499999999999982;-0.020000000000000004;1;0;0;0"
"6_电机梁嵌件-4","D:\WheelLeg\6_电机梁嵌件.SLDPRT","默认","2","-7.8968420012644176E-17;1;1.2490009027033011E-16;1;7.8968420012644176E-17;-9.7618876947816732E-18;-9.7618876947816824E-18;1.2490009027033011E-16;-1;0.106;0.070000000000000007;0.058799999999999998;1;0;0;0"
"6_电机梁嵌件-7","D:\WheelLeg\6_电机梁嵌件.SLDPRT","默认","2","7.8968420012644176E-17;1;1.2490009027033011E-16;-1;7.8968420012644176E-17;-9.7618876947816732E-18;-9.7618876947816824E-18;-1.2490009027033011E-16;1;-0.106;0.070000000000000021;0.031199999999999999;1;0;0;0"
"改4.28限位块-2","D:\WheelLeg\改4.28限位块.SLDPRT","默认","2","1.4901668754439436E-16;-0.9234225972191934;-0.38378471431905642;2.8908671041021046E-16;0.38378471431905631;-0.92342259721919318;1;2.6658316073027234E-17;3.2413952780654673E-16;-0.2070000000000001;-6.303596533640918E-15;0.13049999999999984;1;0;0;0"
"小铝条M3-40-12","D:\WheelLeg\小铝条M3-40.SLDPRT","默认","2","1.4320544301727645E-18;-1.5297545431925892E-13;-1;1.1102230246141223E-15;1;-1.5297545431925892E-13;1;-1.1102230246141222E-15;1.4320544303426013E-18;0.25700000000000006;-0.080500000000007177;0.064500000000011812;1;0;0;0"
"小铝条M3-40-13","D:\WheelLeg\小铝条M3-40.SLDPRT","默认","2","-1.4320544301727645E-18;1.5297545431925892E-13;-1;-1.1102230246141223E-15;-1;-1.5297545431925892E-13;-1;1.1102230246141222E-15;1.4320544303426013E-18;-0.24540000000000001;0.080500000000002375;0.095500000000011784;1;0;0;0"
"横梁嵌件碳板-4","D:\WheelLeg\横梁嵌件碳板.SLDPRT","默认","2","-1;0;0;0;-1;0;0;0;1;-0.087500000000000022;-0.069999999999999951;0.019;1;0;0;0"
"横梁嵌件碳板-3","D:\WheelLeg\横梁嵌件碳板.SLDPRT","默认","2","-1;0;0;0;1;0;0;0;-1;-0.087500000000000022;0.069999999999999951;0.029000000000001597;1;0;0;0"
"6_电机梁嵌件-6","D:\WheelLeg\6_电机梁嵌件.SLDPRT","默认","2","7.8968420012644176E-17;-1;1.2490009027033011E-16;-1;-7.8968420012644176E-17;-9.7618876947816732E-18;9.7618876947816824E-18;-1.2490009027033011E-16;-1;-0.10599999999999998;3.4472424914611112E-18;0.058799999999999998;1;0;0;0"
"弹簧杆-2","D:\WheelLeg\弹簧杆.SLDPRT","默认","2","-0.69334571638213638;-0.28158649903158323;0.66331045607443762;0.72060510515437115;-0.27093451253411011;0.63821843622960472;-5.9037475288258383E-17;0.92049091982541609;0.3907639524303127;-0.17149999999999987;-0.13281051176252268;0.027537576504385052;1;0;0;0"
"横梁嵌件碳板-2","D:\WheelLeg\横梁嵌件碳板.SLDPRT","默认","2","1;0;0;0;-1;0;0;0;-1;0.087500000000000022;-0.069999999999999951;0.029000000000001597;1;0;0;0"
"鱼眼轴承M6内牙-3","D:\WheelLeg\鱼眼轴承M6内牙.SLDASM","Default","2","-1.9334647713414698E-15;-0.39076395243031259;0.92049091982541598;-1.712828667912386E-17;-0.92049091982541598;-0.39076395243031259;1;-7.7129476829446348E-16;1.7730436488210529E-15;-0.17150000000000026;-0.15490229383833226;0.018159241646056777;1;0;0;0"
"鱼眼轴承M6内牙-3/E-GZN6_b-12.24-1","D:\WheelLeg\E-GZN6_b-12.24.SLDPRT","Default","2","-1.9334647713414698E-15;-0.39076395243031259;0.92049091982541598;-1.712828667912386E-17;-0.92049091982541598;-0.39076395243031259;1;-7.7129476829446348E-16;1.7730436488210529E-15;-0.17150000000000026;-0.15490229383833226;0.018159241646056777;1;0;0;0"
"鱼眼轴承M6内牙-3/E-GZN6_h-12.24-1","D:\WheelLeg\E-GZN6_h-12.24.SLDPRT","Default","2","-1.9334647713414698E-15;-0.39076395243031259;0.92049091982541598;-1.712828667912386E-17;-0.92049091982541598;-0.39076395243031259;1;-7.7129476829446348E-16;1.7730436488210529E-15;-0.17150000000000026;-0.15490229383833226;0.018159241646056777;1;0;0;0"
"弹簧筒-2","D:\WheelLeg\弹簧筒.SLDPRT","默认","2","0.99386427159663437;0.043221053951254168;-0.10181232803071555;-0.11060655334875619;0.38836633094837475;-0.91484303754360308;5.3655881535819216E-17;0.92049091982541598;0.39076395243031281;-0.17150000000000026;-0.10737909350206018;0.038333643365371248;1;0;0;0"
"鱼眼轴承M6内牙-4","D:\WheelLeg\鱼眼轴承M6内牙.SLDASM","Default","2","-1.9334647713420985E-15;-0.39076395243031264;0.92049091982541609;-1.6349528913882513E-16;0.92049091982541609;0.39076395243031264;-1;6.0503240684791737E-16;-1.8436248312104156E-15;-0.17150000000000026;0.0049207987166383317;0.08600684556187467;1;0;0;0"
"鱼眼轴承M6内牙-4/E-GZN6_b-12.24-1","D:\WheelLeg\E-GZN6_b-12.24.SLDPRT","Default","2","-1.9334647713420985E-15;-0.39076395243031264;0.92049091982541609;-1.6349528913882513E-16;0.92049091982541609;0.39076395243031264;-1;6.0503240684791737E-16;-1.8436248312104156E-15;-0.17150000000000026;0.0049207987166383317;0.08600684556187467;1;0;0;0"
"鱼眼轴承M6内牙-4/E-GZN6_h-12.24-1","D:\WheelLeg\E-GZN6_h-12.24.SLDPRT","Default","2","-1.9334647713420985E-15;-0.39076395243031264;0.92049091982541609;-1.6349528913882513E-16;0.92049091982541609;0.39076395243031264;-1;6.0503240684791737E-16;-1.8436248312104156E-15;-0.17150000000000026;0.0049207987166383317;0.08600684556187467;1;0;0;0"
"小铝条M3-40-11","D:\WheelLeg\小铝条M3-40.SLDPRT","默认","2","1.4320544301727645E-18;-1.5297545431925892E-13;-1;1.1102230246141223E-15;1;-1.5297545431925892E-13;1;-1.1102230246141222E-15;1.4320544303426013E-18;0.24540000000000001;-0.080500000000002375;0.095500000000011784;1;0;0;0"
"横梁嵌件铝件7.2-2","D:\WheelLeg\横梁嵌件铝件7.2.SLDPRT","默认","2","-1;0;0;0;-1;0;0;0;1;-0.087499999999999967;0.069999999999999965;0.019;1;0;0;0"
"4_导轮加强件-5","D:\WheelLeg\4_导轮加强件.SLDPRT","默认","2","-1;0;0;0;-1;0;0;0;1;0;0;0;1;0;0;0"
"小铝条M3-40-15","D:\WheelLeg\小铝条M3-40.SLDPRT","默认","2","1.4320544301727645E-18;1.5297545431925892E-13;1;-1.1102230246141223E-15;1;-1.5297545431925892E-13;-1;-1.1102230246141222E-15;1.4320544303426013E-18;-0.24539999999999998;-0.080500000000002361;0.095500000000011784;1;0;0;0"
"2_新髋关节轴承座-2","D:\WheelLeg\2_新髋关节轴承座.SLDPRT","默认","2","-1;9.1122157459571355E-17;1.5836050313093724E-17;9.0221893350886543E-17;0.92342259721919318;0.38378471431905625;2.0347924458946825E-17;0.38378471431905625;-0.92342259721919318;-0.17000000000000001;-6.4230842866663829E-15;0.1305;1;0;0;0"
"4_膝关节轴承座-改7.1-3","D:\WheelLeg\4_膝关节轴承座-改7.1.SLDPRT","默认","2","-1;0;0;0;1;0;0;0;-1;-0.16700000000000001;-0.17591874541603689;0.049905209992997995;1;0;0;0"
"4_导轮加强件-2","D:\WheelLeg\4_导轮加强件.SLDPRT","默认","0","1;0;0;0;1;0;0;0;1;-0.17299999999999988;0;0;1;0;0;0"
"小铝条M3-40-16","D:\WheelLeg\小铝条M3-40.SLDPRT","默认","2","1.4320544301727645E-18;1.5297545431925892E-13;1;-1.1102230246141223E-15;1;-1.5297545431925892E-13;-1;-1.1102230246141222E-15;1.4320544303426013E-18;-0.25700000000000006;-0.080500000000007163;0.064500000000011812;1;0;0;0"
"小铝条M3-40-14","D:\WheelLeg\小铝条M3-40.SLDPRT","默认","2","-1.4320544301727645E-18;1.5297545431925892E-13;-1;-1.1102230246141223E-15;-1;-1.5297545431925892E-13;-1;1.1102230246141222E-15;1.4320544303426013E-18;-0.25700000000000006;0.080500000000007177;0.064500000000011812;1;0;0;0"
"4_导轮加强件-3","D:\WheelLeg\4_导轮加强件.SLDPRT","默认","2","1;0;0;0;1;0;0;0;1;-0.17299999999999988;0;0;1;0;0;0"
"4_膝关节轴承座-改7.1-4","D:\WheelLeg\4_膝关节轴承座-改7.1.SLDPRT","默认","2","1;-2.5240226575462548E-16;-5.5511151231257839E-17;2.557966862434698E-16;0.99730111424529033;0.073419939560738334;3.6829973879274246E-17;-0.073419939560738334;0.99730111424529033;-0.16800000000000001;-0.17596732535962165;0.051226768905091286;1;0;0;0"
"4_导轮加强件-4","D:\WheelLeg\4_导轮加强件.SLDPRT","默认","2","-1;0;0;0;-1;0;0;0;1;0.17299999999999988;0;0;1;0;0;0"
"2_髋关节Ra轴承端盖-2","D:\WheelLeg\2_髋关节Ra轴承端盖.SLDPRT","默认","2","8.1373824619328261E-17;1;-5.645484080218921E-14;1;-8.1373824619348771E-17;-3.6330732072307673E-16;-3.6330732072308131E-16;-5.645484080218921E-14;-1;-0.12700000000000003;7.2870298221031596E-15;0.13049999999999998;1;0;0;0"
"2_新大腿链轮20T-2","D:\WheelLeg\2_新大腿链轮20T.SLDPRT","默认","2","-1;3.162126892195973E-18;-3.2931591312828249E-16;-1.2346643421313192E-16;0.92342259721918951;0.38378471431906575;3.0531133177248973E-16;0.38378471431906575;-0.92342259721918951;-0.15450000000000019;-6.4046829834840792E-15;0.1304999999999997;1;0;0;0"
"2_新小腿链轮20T M27-2","D:\WheelLeg\2_新小腿链轮20T M27.SLDPRT","默认","2","-1;0;0;0;1;0;0;0;-1;-0.13060000000000002;-6.6193512698351339E-17;0.13049999999999998;1;0;0;0"
"平衡总装-输入1192-3","D:\WheelLeg\平衡总装-输入1192.SLDPRT","默认","2","-1;4.5882678650227582E-17;4.1332019093314138E-17;5.7548417287096347E-17;0.93516138635883828;0.35422193814530401;-2.2399456917531846E-17;0.35422193814530401;-0.93516138635883828;-0.044168810303828451;0.099538001262952286;0.011746252171840901;1;0;0;0"
"平衡总装-输入1192-4","D:\WheelLeg\平衡总装-输入1192.SLDPRT","默认","2","-1;0;0;0;1;0;0;0;-1;-0.044168810303828521;-0.13466203656712622;0.018175537061789343;1;0;0;0"
"防松螺母M5-改1.15-4","D:\WheelLeg\防松螺母M5-改1.15.SLDPRT","默认","2","9.1498120333606369E-17;-0.60621840417869333;-0.79529821226696995;-1.6042522386194293E-16;-0.79529821226696995;0.60621840417869333;-1;7.2118049245942746E-17;-1.7002101472670184E-16;-0.19200000000000009;-0.13393543895853338;0.07517945360665855;1;0;0;0"
"装甲模块-改1.15-2","D:\WheelLeg\装甲模块-改1.15.SLDASM","默认","2","-7.216449660007183E-16;-1;-1.531385755203346E-13;0.25881904510249337;-1.4810728055721454E-13;0.96592582628907564;-0.96592582628907564;-3.8938124374457472E-14;0.25881904510249337;-0.10649324990596476;0.0018354519182557105;0.11063938264859452;1;0;0;0"
"装甲模块-改1.15-2/小装甲板-改1.15-1","D:\WheelLeg\小装甲板-改1.15.SLDPRT","默认","2","-0.96592582628907575;-4.0936525818782722E-14;0.25881904510249315;0.25881904510249315;-1.475837464331756E-13;0.96592582628907575;-1.3441632024287897E-15;1;1.5315010474253348E-13;-0.30342322566961644;0.045004397163449769;0.069108311133443984;1;0;0;0"
"装甲模块-改1.15-2/二版RM2019裁判系统支撑架AH02-改1.15-2","D:\WheelLeg\二版RM2019裁判系统支撑架AH02-改1.15.SLDPRT","默认","2","-7.216449660007183E-16;-1;-1.531385755203346E-13;0.25881904510249337;-1.4810728055721454E-13;0.96592582628907564;-0.96592582628907564;-3.8938124374457472E-14;0.25881904510249337;-0.26640000000000041;-0.047499998338635385;0.10349999999998599;1;0;0;0"
"装甲模块-改1.15-2/螺栓M4-8-改1.15-2","D:\WheelLeg\螺栓M4-8-改1.15.SLDPRT","M4*8","2","0.76173630338043175;-0.64788718471066753;-9.9142916099026479E-14;-1.9428902930940239E-16;-1.5316002744903218E-13;1;-0.64788718471066753;-0.76173630338043175;-1.168232177661821E-13;-0.25015000000000309;0.047500001661350787;0.19350000000000378;1;0;0;0"
"装甲模块-改1.15-2/二版RM2019裁判系统支撑架AH02-改1.15-1","D:\WheelLeg\二版RM2019裁判系统支撑架AH02-改1.15.SLDPRT","默认","2","-7.216449660007183E-16;-1;-1.531385755203346E-13;0.25881904510249337;-1.4810728055721454E-13;0.96592582628907564;-0.96592582628907564;-3.8938124374457472E-14;0.25881904510249337;-0.26640000000000058;0.047500001661364588;0.10350000000000062;1;0;0;0"
"装甲模块-改1.15-2/螺栓M4-8-改1.15-1","D:\WheelLeg\螺栓M4-8-改1.15.SLDPRT","M4*8","2","0.67435218851222045;-0.73840986304949829;-1.1304845948245656E-13;5.5511151231257827E-17;-1.5311017656287392E-13;1;-0.73840986304949818;-0.67435218851222034;-1.0322298571452393E-13;-0.25015000000000293;-0.047499998338649221;0.19349999999998913;1;0;0;0"
"装甲模块-改1.15-2/大装甲板-改1.15-1","E:\2025赛季\串联腿v2\大装甲板-改1.15.SLDPRT [未打开]","默认","0","-0.25881904510252157;-1.4839986344998179E-13;0.96592582628906798;-0.96592582628906798;3.8333833950279678E-14;-0.25881904510252152;1.4487998337855646E-15;-1;-1.5318855275494762E-13;-0.1149008737176905;-0.04500439384074055;0.26896558992788361;1;0;0;0"
"法兰轴承F698 8-19-6-改1.15-11","D:\WheelLeg\法兰轴承F698 8-19-6-改1.15.SLDPRT","默认","2","1.6653345369377346E-16;0.29362344044234351;0.95592116579914788;1;-6.7554681756779449E-16;3.329032581233272E-17;6.5554432139977403E-16;0.95592116579914765;-0.29362344044234345;-0.17650000000000002;-0.23200194434282628;0.10258034605834282;1;0;0;0"
"塞打螺栓M5-φ6-20-改1.15-4","D:\WheelLeg\塞打螺栓M5-φ6-20-改1.15.SLDPRT","默认","2","-1.6653345369377343E-16;-0.55749879284902382;0.83017774962466995;1;-1.2754542360450127E-16;1.1494771335896428E-16;4.1802161304531922E-17;0.83017774962466995;0.55749879284902382;-0.16350000000000001;-0.13393543895852714;0.075179453606658495;1;0;0;0"
"塞打螺栓M5-φ6-20-改1.15-5","D:\WheelLeg\塞打螺栓M5-φ6-20-改1.15.SLDPRT","默认","2","-1.9671546070288909E-16;-0.41881974808469041;0.90806939085858229;1;-1.4545998313419568E-16;1.4954137709875715E-16;6.9456876394229553E-17;0.90806939085858229;0.41881974808469041;-0.16350000000000001;-0.14837294124166098;0.088327253757509328;1;0;0;0"
"防松螺母M6-改1.15-7","D:\WheelLeg\防松螺母M6-改1.15.SLDPRT","默认","2","3.3306690738754706E-16;0.19560568993293798;-0.98068262657490757;5.5511151231257753E-17;0.98068262657490757;0.19560568993293798;1;-1.1958860380703784E-16;3.1577463252643922E-16;-0.17650000000000002;-0.23200194434282628;0.10258034605834282;1;0;0;0"
"防松螺母M6-改1.15-8","D:\WheelLeg\防松螺母M6-改1.15.SLDPRT","默认","2","0;-0.5950199791829619;0.80371090845720627;-1.1102230246251565E-16;-0.80371090845720627;-0.5950199791829619;1;-8.9229835571159161E-17;-6.6060488100090552E-17;-0.17900000000000083;-0.12534663436400947;0.14690748056219383;1;0;0;0"
