mate_name,mate_type,alignment,entity_index,component,entity_params,error_code,suppressed,reference_type,reference_class,face_id,surface_type,surface_params,persist_reference_base64
"重合53","0","1","1","防松螺母M6-改1.15-4","0.17900000000000083;-0.12534663436400947;0.14690748056219383;1;8.9229835571159173E-17;6.6060488100090552E-17;0;0","0","True","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8jMpZ+Z7qHzWtNADYALQA5ZTEALgAxADUALQA0AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAABbAQAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAgAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAUAG1vRW5kRmFjZVN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8jRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXAAyln5nuofNa00ANgAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/DDKWfme6h81rTQA2AC0AOWUxAC4AMQA1AAIAAJzEH2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAACQDAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABQAAAA4cQfZwAAAAAAAAAA//8BABMAbW9GaWxsZXRTdXJmSWRSZXBfYwAABYAIAGQAAAAsxR9nEwAAAAyAAAAFgAgAZAAAACzFH2cOAAAADIAAAAWACABkAAAALMUfZw8AAAAMgAAABYAIAGQAAAAsxR9nEAAAAAyAAAAFgAgAZAAAACzFH2cRAAAADIAAAAWACABkAAAALMUfZxIAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"同心56","1","0","0","膝关节二级长连杆-改1.15-1","0.19250000000000003;-0.125346634364008;0.14690748056219727;1;9.3793676128660283E-17;-2.1981650901214114E-16;0.0040000000000000062;0","0","True","2","System.__ComObject","0","cylinder","0.11550000000000001;0;0.01;0;0;-1;0.0040000000000000062","aEIAAAMAAAD//v8lnYFzUYKCjE6nfn+V3o9GZy0AOWUxAC4AMQA1AC0AMQBAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAAEAEAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAFAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAFwBtb0Zyb21Ta3RFbnRTdXJmSWRSZXBfYwAA//8BAAYAbW9GUl9j//8BAA0AbW9FeHRPYmplY3RfY///AQARAG1vQ1N0cmluZ0hhbmRsZV9j//7/JUUAOgBcADIAMAAyADUAW41jW1wAMk5UgH+BdgAyAFwAnYFzUYKCjE6nfn+V3o9GZy0AOWUxAC4AMQA1AC4AUwBMAEQAUABSAFQACYD//v8OnYFzUYKCjE6nfn+V3o9GZy0AOWUxAC4AMQA1AAIAAG6rH2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIACAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABUAAAAm6sfZwcAAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAABYAIAFQAAACbqx9nAQAAAKCGAQAAAP//AQAYAG1vRW5kRmFjZTNJbnRTdXJmSWRSZXBfYwAABYAIAHUAAAAjlStnAQAAAAAAAAAAAAAAAAAAAAAAAAAAAGhCAAAAAAAAAAAAAA=="
"同心56","1","0","1","防松螺母M6-改1.15-4","0.17900000000000083;-0.12534663436400947;0.14690748056219383;-1;-8.9229835571159173E-17;-6.6060488100090552E-17;0.0030000000000000005;0","0","True","2","System.__ComObject","0","cylinder","0;0;0;0;0;1;0.0030000000000000005","aEIAAAMAAAD//v8jMpZ+Z7qHzWtNADYALQA5ZTEALgAxADUALQA0AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAABbAQAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAbAG1vRnJvbVNrdEVudDNJbnRTdXJmSWRSZXBfYwAA//8BAAYAbW9GUl9j//8BAA0AbW9FeHRPYmplY3RfY///AQARAG1vQ1N0cmluZ0hhbmRsZV9j//7/I0UAOgBcADIAMAAyADUAW41jW1wAMk5UgH+BdgAyAFwAMpZ+Z7qHzWtNADYALQA5ZTEALgAxADUALgBTAEwARABQAFIAVAAJgP/+/wwyln5nuofNa00ANgAtADllMQAuADEANQACAACcxB9n//7/AP/+/wD//v8AAAAAAAAAAAAAAAAAAAAkAwAA//7/AtiepIsAAAAAAAAAAAAAAAAAAAAAYgAAAPrEH2cBAAAA/////wAAAAD//wEAEwBtb0ZpbGxldFN1cmZJZFJlcF9jAAAFgAgAaQAAAEbFH2cBAAAAAAD//wEAGABtb0VuZEZhY2UzSW50U3VyZklkUmVwX2MAAAWACABZAAAA78QfZwEAAAAAAAAAAAAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
"同心57","1","0","0","膝关节节点连杆-改1.15-1","0.19050000000000084;-0.1253466343640095;0.14690748056219383;-1;1.0156766953989642E-17;2.9865414980110442E-16;0.012499999999999995;0","0","True","2","System.__ComObject","0","cylinder","-0.065000000000000002;0;0.01;0;0;-1;0.012499999999999995","aEIAAAMAAAD//v8knYFzUYKCgoK5cN6PRmctADllMQAuADEANQAtADEAQABjAGgAYQBzAHMAaQBzAC4AYwBhAGQAXwByAGUAcABhAGkAcgBlAGQABAAAABAAAAABAAAAAQAAAOoAAAD//wEACwBtb0ZhY2VSZWZfYwEAAAAAAAAABgAAAAADAAAAAAAAfcOUJa1JslR9w5QlrUmyVAAA//8BABcAbW9Gcm9tU2t0RW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/yRFADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcAJ2Bc1GCgoKCuXDej0ZnLQA5ZTEALgAxADUALgBTAEwARABQAFIAVAAJgP/+/w2dgXNRgoKCgrlw3o9GZy0AOWUxAC4AMQA1AAIAAFCpH2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAHkCAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABYAAAANqofZwcAAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAABYAIAFgAAAA2qh9nAAAAAKCGAQADgAAABYAIAFgAAAA2qh9nBQAAAAyAAAAFgAgAWAAAADaqH2cBAAAAoIYBAAOAAAAFgAgAWAAAADaqH2cDAAAAAAAAAAAAAAAAAGhCAAAAAAAAAAAAAA=="
"同心57","1","0","1","塞打螺栓 M6-φ8-20-改1.15-4","0.20550000000000004;-0.12534663436400947;0.14690748056219383;1;1.8287253055802883E-16;-2.1581249069237596E-16;0.0039999999999999983;0","0","True","2","System.__ComObject","0","cylinder","0;0;0;0;1;0;0.0039999999999999983","aEIAAAMAAAD//v8qXlhTYrqHE2ggAE0ANgAtAMYDOAAtADIAMAAtADllMQAuADEANQAtADQAQABjAGgAYQBzAHMAaQBzAC4AYwBhAGQAXwByAGUAcABhAGkAcgBlAGQABAAAABAAAAABAAAAAQAAAF4BAAD//wEACwBtb0ZhY2VSZWZfYwEAAAAAAAAABQAAAAADAAAAAAAAfcOUJa1JslR9w5QlrUmyVAAA//8BABcAbW9Gcm9tU2t0RW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/ypFADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcAF5YU2K6hxNoIABNADYALQDGAzgALQAyADAALQA5ZTEALgAxADUALgBTAEwARABQAFIAVAAJgP/+/xNeWFNiuocTaCAATQA2AC0AxgM4AC0AMgAwAC0AOWUxAC4AMQA1AAIAAP7DH2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIECAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABbAAAAMsQfZwMAAAADgAAABYAIAFsAAAAyxB9nBwAAAAAAA4AAAAWACABbAAAAMsQfZwYAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"重合54","0","1","0","法兰轴承F698 8-19-6-改1.15-6","0.17900000000000083;-0.12534663436400947;0.14690748056219383;-1;-8.2733366558207691E-18;5.6140374263794012E-17;0;0","0","True","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8s1WxwUXSPf2JGADYAOQA4ACAAOAAtADEAOQAtADYALQA5ZTEALgAxADUALQA2AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAAAZAQAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8sRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXADVbHBRdI9/YkYANgA5ADgAIAA4AC0AMQA5AC0ANgAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/FdVscFF0j39iRgA2ADkAOAAgADgALQAxADkALQA2AC0AOWUxAC4AMQA1AAIAAHm7H2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIICAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABXAAAAsLsfZwUAAAADgAAABYAIAFcAAACwux9nAwAAAAAA//8BABsAbW9Gcm9tU2t0RW50M0ludFN1cmZJZFJlcF9jAAAFgAgAYAAAALy7H2cBAAAA/////wAAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"重合54","0","1","1","塞打螺栓 M6-φ8-20-改1.15-4","0.20000000000000004;-0.11950832181223783;0.14976477063284216;-1;-1.8287253055802883E-16;2.1581249069237596E-16;0;0","0","True","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8qXlhTYrqHE2ggAE0ANgAtAMYDOAAtADIAMAAtADllMQAuADEANQAtADQAQABjAGgAYQBzAHMAaQBzAC4AYwBhAGQAXwByAGUAcABhAGkAcgBlAGQABAAAABAAAAABAAAAAQAAAF4BAAD//wEACwBtb0ZhY2VSZWZfYwEAAAAAAAAABQAAAAADAAAAAAAAfcOUJa1JslR9w5QlrUmyVAAA//8BABcAbW9Gcm9tU2t0RW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/ypFADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcAF5YU2K6hxNoIABNADYALQDGAzgALQAyADAALQA5ZTEALgAxADUALgBTAEwARABQAFIAVAAJgP/+/xNeWFNiuocTaCAATQA2AC0AxgM4AC0AMgAwAC0AOWUxAC4AMQA1AAIAAP7DH2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIECAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABbAAAAMsQfZwYAAAADgAAABYAIAFsAAAAyxB9nAQAAAAAAA4AAAAWACABbAAAAMsQfZwMAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"同心58","1","1","0","小腿-改1.15-1","0.18999999999999981;-0.23200194434283739;0.10258034605831773;-1;3.122387495114957E-17;8.3268318814791576E-17;0.0095000000000000015;0","0","False","2","System.__ComObject","0","cylinder","-0.062785178708789441;0.016823237931663886;0.012;0;0;-1;0.0095000000000000015","aEIAAAMAAAD//v8fD1x/gS0AOWUxAC4AMQA1AC0AMQBAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAAsQAAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAFAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAGwBtb0Zyb21Ta3RFbnQzSW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/x9FADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcAA9cf4EtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/CA9cf4EtADllMQAuADEANQACAACGhx9n//7/AP/+/wD//v8AAAAAAAAAAAAAAAAAAAB4AgAA//7/AtiepIsAAAAAAAAAAAAAAAAAAAAAggAAADOrH2crAAAA/////wAAAAD//wEAGABtb0VuZEZhY2UzSW50U3VyZklkUmVwX2MAAAWACACCAAAAM6sfZwEAAACghgEAAAAAAAAA//8BABQAbW9FbmRGYWNlU3VyZklkUmVwX2MAAAWACABhAAAAIYkfZwAAAACghgEAAAAAAAAAAAAAAGhCAAAAAAAAAAAAAA=="
"同心58","1","1","1","法兰轴承F698 8-19-6-改1.15-9","0.19149999999999981;-0.23200194434282628;0.10258034605834282;1;2.4699480741935398E-17;2.8449465006019636E-16;0.0094999999999999998;0","0","False","2","System.__ComObject","0","cylinder","0;0;0;0;1;0;0.0094999999999999998","aEIAAAMAAAD//v8s1WxwUXSPf2JGADYAOQA4ACAAOAAtADEAOQAtADYALQA5ZTEALgAxADUALQA5AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAABnAQAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8sRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXADVbHBRdI9/YkYANgA5ADgAIAA4AC0AMQA5AC0ANgAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/FdVscFF0j39iRgA2ADkAOAAgADgALQAxADkALQA2AC0AOWUxAC4AMQA1AAIAAHm7H2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIICAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABXAAAAsLsfZwEAAAADgAAABYAIAFcAAACwux9nBAAAAAAAA4AAAAWACABXAAAAsLsfZwYAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"重合55","0","1","0","小腿-改1.15-1","0.18999999999999981;-0.19391874541604229;0.049905209992977054;1;-3.122387495114957E-17;-8.3268318814791576E-17;0;0","0","False","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8fD1x/gS0AOWUxAC4AMQA1AC0AMQBAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAAsQAAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAIAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAGABtb0VuZEZhY2UzSW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/x9FADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcAA9cf4EtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/CA9cf4EtADllMQAuADEANQACAACGhx9n//7/AP/+/wD//v8AAAAAAAAAAAAAAAAAAAB4AgAA//7/AtiepIsAAAAAAAAAAAAAAAAAAAAAggAAADOrH2cBAAAAoIYBAAAAAAD//wEAGwBtb0Zyb21Ta3RFbnQzSW50U3VyZklkUmVwX2MAAAWACACCAAAAM6sfZxUAAAD/////AAAAAAyAAAAFgAgAggAAADOrH2cDAAAA/////wAAAAD//wEAFwBtb0Zyb21Ta3RFbnRTdXJmSWRSZXBfYwAABYAIAGEAAAAhiR9nDgAAABGAAAAFgAgAYQAAACGJH2cDAAAA//8BABMAbW9GaWxsZXRTdXJmSWRSZXBfYwAABYAIAKQBAABv4yxnAQAAAAyAAAAFgAgAggAAADOrH2cqAAAA/////wAAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"重合55","0","1","1","法兰轴承F698 8-19-6-改1.15-9","0.18999999999999981;-0.24300193700127179;0.10259305487989144;-1;-2.4699480741935398E-17;-2.8449465006019636E-16;0;0","0","False","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8s1WxwUXSPf2JGADYAOQA4ACAAOAAtADEAOQAtADYALQA5ZTEALgAxADUALQA5AEAAYwBoAGEAcwBzAGkAcwAuAGMAYQBkAF8AcgBlAHAAYQBpAHIAZQBkAAQAAAAQAAAAAQAAAAEAAABnAQAA//8BAAsAbW9GYWNlUmVmX2MBAAAAAAAAAAUAAAAAAwAAAAAAAH3DlCWtSbJUfcOUJa1JslQAAP//AQAXAG1vRnJvbVNrdEVudFN1cmZJZFJlcF9jAAD//wEABgBtb0ZSX2P//wEADQBtb0V4dE9iamVjdF9j//8BABEAbW9DU3RyaW5nSGFuZGxlX2P//v8sRQA6AFwAMgAwADIANQBbjWNbXAAyTlSAf4F2ADIAXADVbHBRdI9/YkYANgA5ADgAIAA4AC0AMQA5AC0ANgAtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/FdVscFF0j39iRgA2ADkAOAAgADgALQAxADkALQA2AC0AOWUxAC4AMQA1AAIAAHm7H2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAIICAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABXAAAAsLsfZwYAAAADgAAABYAIAFcAAACwux9nAwAAAAAAA4AAAAWACABXAAAAsLsfZwEAAAAAAAAAAAAAAAAAaEIAAAAAAAAAAAAA"
"同心59","1","0","0","小腿-改1.15-1","0.18999999999999981;-0.23200194434283739;0.10258034605831773;-1;3.122387495114957E-17;8.3268318814791576E-17;0.0095000000000000015;0","0","False","2","System.__ComObject","0","cylinder","-0.062785178708789441;0.016823237931663886;0.012;0;0;-1;0.0095000000000000015","aEIAAAMAAAD//v8fD1x/gS0AOWUxAC4AMQA1AC0AMQBAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAAsQAAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAFAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAGwBtb0Zyb21Ta3RFbnQzSW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/x9FADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcAA9cf4EtADllMQAuADEANQAuAFMATABEAFAAUgBUAAmA//7/CA9cf4EtADllMQAuADEANQACAACGhx9n//7/AP/+/wD//v8AAAAAAAAAAAAAAAAAAAB4AgAA//7/AtiepIsAAAAAAAAAAAAAAAAAAAAAggAAADOrH2crAAAA/////wAAAAD//wEAGABtb0VuZEZhY2UzSW50U3VyZklkUmVwX2MAAAWACACCAAAAM6sfZwEAAACghgEAAAAAAAAA//8BABQAbW9FbmRGYWNlU3VyZklkUmVwX2MAAAWACABhAAAAIYkfZwAAAACghgEAAAAAAAAAAAAAAGhCAAAAAAAAAAAAAA=="
"同心59","1","0","1","法兰轴承F698 8-19-6-改1.15-10","0.17650000000000002;-0.23200194434282628;0.10258034605834282;-1;-6.7554681756779459E-16;3.3290325812332763E-17;0.0094999999999999998;0","0","False","2","System.__ComObject","0","cylinder","0;0;0;0;1;0;0.0094999999999999998","aEIAAAMAAAD//v8t1WxwUXSPf2JGADYAOQA4ACAAOAAtADEAOQAtADYALQA5ZTEALgAxADUALQAxADAAQABjAGgAYQBzAHMAaQBzAC4AYwBhAGQAXwByAGUAcABhAGkAcgBlAGQABAAAABAAAAABAAAAAQAAAGsBAAD//wEACwBtb0ZhY2VSZWZfYwEAAAAAAAAABQAAAAADAAAAAAAAfcOUJa1JslR9w5QlrUmyVAAA//8BABcAbW9Gcm9tU2t0RW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/yxFADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcANVscFF0j39iRgA2ADkAOAAgADgALQAxADkALQA2AC0AOWUxAC4AMQA1AC4AUwBMAEQAUABSAFQACYD//v8V1WxwUXSPf2JGADYAOQA4ACAAOAAtADEAOQAtADYALQA5ZTEALgAxADUAAgAAebsfZ//+/wD//v8A//7/AAAAAAAAAAAAAAAAAAAAggIAAP/+/wLYnqSLAAAAAAAAAAAAAAAAAAAAAFcAAACwux9nAQAAAAOAAAAFgAgAVwAAALC7H2cEAAAAAAADgAAABYAIAFcAAACwux9nBgAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
"重合56","0","1","0","小腿-改1.15-1","0.1779999999999998;-0.19391874541604229;0.049905209992977054;-1;3.122387495114957E-17;8.3268318814791576E-17;0;0","0","False","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8fD1x/gS0AOWUxAC4AMQA1AC0AMQBAAGMAaABhAHMAcwBpAHMALgBjAGEAZABfAHIAZQBwAGEAaQByAGUAZAAEAAAAEAAAAAEAAAABAAAAsQAAAP//AQALAG1vRmFjZVJlZl9jAQAAAAAAAAAgAAAAAAMAAAAAAAB9w5QlrUmyVH3DlCWtSbJUAAD//wEAFABtb0VuZEZhY2VTdXJmSWRSZXBfYwAA//8BAAYAbW9GUl9j//8BAA0AbW9FeHRPYmplY3RfY///AQARAG1vQ1N0cmluZ0hhbmRsZV9j//7/H0UAOgBcADIAMAAyADUAW41jW1wAMk5UgH+BdgAyAFwAD1x/gS0AOWUxAC4AMQA1AC4AUwBMAEQAUABSAFQACYD//v8ID1x/gS0AOWUxAC4AMQA1AAIAAIaHH2f//v8A//7/AP/+/wAAAAAAAAAAAAAAAAAAAHgCAAD//v8C2J6kiwAAAAAAAAAAAAAAAAAAAABhAAAAIYkfZwAAAACghgEA//8BABsAbW9Gcm9tU2t0RW50M0ludFN1cmZJZFJlcF9jAAAFgAgAKgIAAC/hh2dCAAAA/////wAAAAAMgAAABYAIACoCAAAv4YdnDAAAAP////8AAAAA//8BABMAbW9GaWxsZXRTdXJmSWRSZXBfYwAABYAIAD8CAADB4odnAQAAAAyAAAAFgAgAKgIAAC/hh2c0AAAA/////wAAAAARgAAABYAIAD8CAADB4odnAgAAAAyAAAAFgAgAKgIAAC/hh2cMAAAA/////wAAAAAMgAAABYAIACoCAAAv4YdnQQAAAP////8AAAAADIAAAAWACAAqAgAAL+GHZw8AAAD/////AAAAAAyAAAAFgAgAKgIAAC/hh2dAAAAA/////wAAAAAMgAAABYAIACoCAAAv4YdnAwAAAP////8AAAAADIAAAAWACADDAQAAZNyHZxwAAAD/////AAAAAAyAAAAFgAgAKgIAAC/hh2cEAAAA/////wAAAAAMgAAABYAIACoCAAAv4YdnPQAAAP////8AAAAADIAAAAWACAAqAgAAL+GHZwUAAAD/////AAAAAAyAAAAFgAgAKgIAAC/hh2c+AAAA/////wAAAAAMgAAABYAIACoCAAAv4YdnAgAAAP////8AAAAADIAAAAWACADDAQAAZNyHZxwAAAD/////AAAAABGAAAAFgAgAxQEAAHXch2cBAAAA//8BABcAbW9Gcm9tU2t0RW50U3VyZklkUmVwX2MAAAWACABhAAAAIYkfZwMAAAARgAAABYAIAGMAAAA+iR9nAgAAADKAAAAFgAgAYQAAACGJH2cPAAAAEYAAAAWACABjAAAAPokfZwEAAAAygAAABYAIAGEAAAAhiR9nDAAAADKAAAAFgAgAYQAAACGJH2cOAAAADIAAAAWACACCAAAAM6sfZwMAAAD/////AAAAAAyAAAAFgAgAggAAADOrH2cVAAAA/////wAAAAAMgAAABYAIAIIAAAAzqx9nKgAAAP////8AAAAAEYAAAAWACACkAQAAb+MsZwEAAAAygAAABYAIAGEAAAAhiR9nAwAAABGAAAAFgAgAxQEAAHXch2cCAAAAAAAAAAAAAAAAAGhCAAAAAAAAAAAAAA=="
"重合56","0","1","1","法兰轴承F698 8-19-6-改1.15-10","0.17800000000000002;-0.23523180218769205;0.09206521323455219;1;6.7554681756779459E-16;-3.3290325812332763E-17;0;0","0","False","2","System.__ComObject","0","plane","","aEIAAAMAAAD//v8t1WxwUXSPf2JGADYAOQA4ACAAOAAtADEAOQAtADYALQA5ZTEALgAxADUALQAxADAAQABjAGgAYQBzAHMAaQBzAC4AYwBhAGQAXwByAGUAcABhAGkAcgBlAGQABAAAABAAAAABAAAAAQAAAGsBAAD//wEACwBtb0ZhY2VSZWZfYwEAAAAAAAAABQAAAAADAAAAAAAAfcOUJa1JslR9w5QlrUmyVAAA//8BABcAbW9Gcm9tU2t0RW50U3VyZklkUmVwX2MAAP//AQAGAG1vRlJfY///AQANAG1vRXh0T2JqZWN0X2P//wEAEQBtb0NTdHJpbmdIYW5kbGVfY//+/yxFADoAXAAyADAAMgA1AFuNY1tcADJOVIB/gXYAMgBcANVscFF0j39iRgA2ADkAOAAgADgALQAxADkALQA2AC0AOWUxAC4AMQA1AC4AUwBMAEQAUABSAFQACYD//v8V1WxwUXSPf2JGADYAOQA4ACAAOAAtADEAOQAtADYALQA5ZTEALgAxADUAAgAAebsfZ//+/wD//v8A//7/AAAAAAAAAAAAAAAAAAAAggIAAP/+/wLYnqSLAAAAAAAAAAAAAAAAAAAAAFcAAACwux9nBgAAAAOAAAAFgAgAVwAAALC7H2cDAAAAAAADgAAABYAIAFcAAACwux9nAQAAAAAAAAAAAAAAAABoQgAAAAAAAAAAAAA="
