mass_kg,volume_m3,area_m2,center_of_mass_m,inertia_at_com_kg_m2,principal_moments_kg_m2
"15.6823443830009","0.00863438690006929","9.4660846517096","-0.014530890564290326;-0.0031926829193977984;0.082989286407765317","0.37886279168773029;0.00079660354631322958;-0.006318986675270497;0.00079660354631322958;0.42756801561000807;0.00015452918589406068;-0.006318986675270497;0.00015452918589406068;0.5916933855978197","0.37866252924653671;0.42758063804483926;0.5918810256041811"
