rank,score,pose_LL,pose_Lcrank,pose_RL,pose_Rcrank,init_roll,kp,kd,kv,tail_abs_roll,max_abs_roll,tail_height,tail_abs_v,tail_leg_error,height_deficit,saturation,done,passed
141,0.228397,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+0.5000,+0.3000,0.003309,0.022744,0.086750,0.117793,0.013280,0.002155,0.000000,False,True
142,0.228504,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+1.0000,+0.3000,0.003085,0.020364,0.086615,0.084263,0.016279,0.002600,0.000000,False,True
143,0.229268,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-0.5000,-0.5000,0.003303,0.023431,0.086403,0.059768,0.014838,0.003031,0.000000,False,True
144,0.230365,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-0.5000,-0.3000,0.001310,0.031894,0.086449,0.033638,0.014314,0.003590,0.000000,False,True
145,0.231055,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+0.5000,+0.5000,0.003194,0.018263,0.086946,0.089890,0.014905,0.002672,0.000000,False,True
146,0.231626,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+1.5000,-0.5000,0.002649,0.016250,0.086674,0.094122,0.014473,0.002375,0.010000,False,True
147,0.231707,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-0.5000,+0.0000,0.002133,0.025244,0.086450,0.072233,0.014905,0.003023,0.000000,False,True
148,0.231989,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-1.0000,+0.0000,0.002368,0.021207,0.086574,0.070960,0.016604,0.003002,0.000000,False,True
149,0.232746,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-1.5000,+0.3000,0.005415,0.028899,0.086573,0.055008,0.013096,0.002464,0.025000,False,True
150,0.232773,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-0.5000,-0.5000,0.003855,0.022950,0.086740,0.084168,0.013202,0.002853,0.000000,False,True
151,0.233336,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+1.0000,+0.0000,0.004054,0.027500,0.086776,0.102365,0.014046,0.002503,0.002500,False,True
152,0.233381,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.5000,+0.0000,0.003093,0.014694,0.086689,0.108183,0.013927,0.002543,0.000000,False,True
153,0.234486,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.0000,-0.3000,0.002706,0.020368,0.086848,0.087744,0.013349,0.002902,0.001250,False,True
154,0.235087,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+1.0000,-0.3000,0.004390,0.020173,0.087245,0.124613,0.013494,0.002328,0.000000,False,True
155,0.235185,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+1.0000,+0.5000,0.003842,0.018586,0.086847,0.113823,0.014347,0.002501,0.000000,False,True
156,0.235544,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-0.5000,+0.5000,0.002106,0.019867,0.086305,0.061775,0.016770,0.003326,0.000000,False,True
157,0.235620,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-0.5000,+0.0000,0.004298,0.031599,0.087351,0.121006,0.013663,0.002409,0.000000,False,True
158,0.236054,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+1.0000,+0.0000,0.004095,0.016001,0.086901,0.111812,0.013970,0.002572,0.000000,False,True
159,0.237640,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-1.0000,-0.5000,0.004650,0.030671,0.087372,0.074618,0.014018,0.002992,0.006250,False,True
160,0.237949,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+1.5000,+0.0000,0.001560,0.030710,0.086432,0.050602,0.014519,0.002947,0.025000,False,True
161,0.238441,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+1.5000,+0.3000,0.004707,0.026411,0.087314,0.125860,0.013174,0.002169,0.010000,False,True
162,0.239067,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-0.5000,+0.5000,0.003889,0.019873,0.086943,0.105224,0.013884,0.002833,0.000000,False,True
163,0.239338,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-1.5000,+0.0000,0.003379,0.014470,0.086753,0.125456,0.013921,0.002493,0.002500,False,True
164,0.239957,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-0.5000,+0.3000,0.003344,0.017981,0.086959,0.119798,0.013731,0.002690,0.000000,False,True
165,0.239959,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+1.0000,+0.5000,0.003302,0.016267,0.086840,0.124630,0.013864,0.002617,0.000000,False,True
166,0.239972,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-1.5000,-0.3000,0.003374,0.022657,0.086128,0.085076,0.012685,0.002899,0.011250,False,True
167,0.240117,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+0.5000,+0.0000,0.004249,0.018174,0.087112,0.131854,0.014225,0.002460,0.000000,False,True
168,0.240959,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+0.5000,+0.5000,0.003509,0.027919,0.086441,0.082742,0.013311,0.003299,0.000000,False,True
169,0.241146,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-0.5000,+0.5000,0.004621,0.019636,0.087243,0.124255,0.013861,0.002616,0.000000,False,True
170,0.241838,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-1.0000,+0.0000,0.004612,0.026464,0.087045,0.116290,0.015326,0.002621,0.003750,False,True
171,0.242340,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,+0.5000,+0.0000,0.003574,0.017034,0.087047,0.123091,0.012855,0.002771,0.000000,False,True
172,0.242475,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.5000,+0.3000,0.001760,0.022611,0.086911,0.046571,0.013719,0.003394,0.020000,False,True
173,0.242677,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,+0.5000,+0.0000,0.003313,0.015729,0.086980,0.121137,0.012914,0.002828,0.000000,False,True
174,0.242922,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+1.0000,-0.3000,0.004149,0.018632,0.087226,0.125064,0.013379,0.002728,0.000000,False,True
175,0.243247,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.5000,+0.5000,0.002455,0.021844,0.086826,0.079379,0.014556,0.003485,0.000000,False,True
176,0.243352,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+1.0000,+0.3000,0.004730,0.025790,0.086811,0.108103,0.016851,0.002851,0.001250,False,True
177,0.243830,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.5000,+0.0000,0.004158,0.023201,0.087023,0.132177,0.012285,0.002694,0.000000,False,True
178,0.244134,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-1.5000,+0.3000,0.003437,0.022229,0.086547,0.080857,0.014391,0.002862,0.020000,False,True
179,0.244310,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+1.5000,+0.3000,0.004290,0.023371,0.087085,0.127661,0.013058,0.002497,0.008750,False,True
180,0.244354,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+1.0000,-0.5000,0.005371,0.021510,0.087332,0.117400,0.014825,0.002818,0.000000,False,True
181,0.244388,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+1.5000,-0.3000,0.003037,0.018063,0.086685,0.117006,0.014195,0.002695,0.008750,False,True
182,0.244427,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+0.5000,+0.0000,0.003969,0.023781,0.087239,0.124148,0.013355,0.002827,0.000000,False,True
183,0.244475,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-1.5000,+0.3000,0.003224,0.023834,0.086858,0.130810,0.012811,0.002480,0.010000,False,True
184,0.244523,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.5000,-0.3000,0.004898,0.023427,0.087138,0.129065,0.013870,0.002699,0.000000,False,True
185,0.245267,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-1.5000,+0.0000,0.002912,0.020942,0.086487,0.093252,0.015419,0.002733,0.020000,False,True
186,0.245470,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-2.0000,-0.5000,0.004086,0.015483,0.087217,0.122844,0.013230,0.002371,0.017500,False,True
187,0.246580,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-1.5000,+0.3000,0.004822,0.024394,0.087185,0.115433,0.013898,0.002484,0.017500,False,True
188,0.246758,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-1.5000,+0.0000,0.004202,0.027474,0.087071,0.111442,0.013964,0.002807,0.010000,False,True
189,0.246995,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-1.5000,+0.5000,0.003448,0.028731,0.086806,0.132098,0.012253,0.002702,0.006250,False,True
190,0.247233,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+0.5000,-0.5000,0.005381,0.021533,0.087441,0.126136,0.013848,0.002854,0.000000,False,True
191,0.247283,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-0.5000,+0.0000,0.004680,0.026753,0.087285,0.116354,0.014594,0.003020,0.000000,False,True
192,0.247644,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.5000,-0.3000,0.004113,0.040109,0.086859,0.103241,0.016841,0.003207,0.000000,False,True
193,0.247847,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-0.5000,+0.5000,0.004598,0.032795,0.087045,0.136624,0.014081,0.002761,0.000000,False,True
194,0.248341,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-0.5000,+0.5000,0.003095,0.038740,0.086632,0.119442,0.017818,0.003025,0.000000,False,True
195,0.248365,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-1.5000,+0.5000,0.002572,0.025524,0.086525,0.069782,0.014470,0.002944,0.031250,False,True
196,0.248655,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-0.5000,+0.0000,0.002558,0.029817,0.086660,0.131150,0.012623,0.003022,0.000000,False,True
197,0.249821,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.0000,+0.5000,0.005717,0.028209,0.087457,0.117196,0.014552,0.002783,0.010000,False,True
198,0.250296,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+0.5000,+0.3000,0.003936,0.022632,0.086962,0.119511,0.013944,0.003177,0.000000,False,True
199,0.250686,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+1.0000,+0.5000,0.004253,0.018860,0.087186,0.150466,0.013360,0.002731,0.000000,False,True
200,0.250959,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-1.5000,-0.3000,0.003216,0.016055,0.087051,0.129027,0.013517,0.002964,0.005000,False,True
201,0.251726,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,+1.0000,+0.3000,0.004641,0.027397,0.087220,0.134111,0.013033,0.003017,0.000000,False,True
202,0.252174,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+0.5000,+0.3000,0.003376,0.018272,0.087047,0.119803,0.012919,0.003320,0.000000,False,True
203,0.252767,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-1.0000,+0.0000,0.003023,0.026312,0.086465,0.119318,0.017401,0.003150,0.003750,False,True
204,0.253017,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+0.5000,+0.5000,0.002897,0.016925,0.086702,0.136110,0.013494,0.003127,0.000000,False,True
205,0.253777,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+1.5000,-0.3000,0.003880,0.020888,0.086888,0.104381,0.014288,0.002972,0.020000,False,True
206,0.254045,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,+1.0000,+0.5000,0.002617,0.035991,0.086359,0.085131,0.016301,0.003737,0.005000,False,True
207,0.254210,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.0000,+0.0000,0.004034,0.030282,0.087127,0.133970,0.016998,0.003037,0.001250,False,True
208,0.254256,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+1.0000,+0.0000,0.004870,0.025653,0.087010,0.129437,0.014548,0.003089,0.002500,False,True
209,0.254363,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,+2.0000,+0.5000,0.004086,0.017358,0.087142,0.116617,0.013448,0.002791,0.021250,False,True
210,0.254695,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-0.5000,+0.3000,0.003439,0.045629,0.086988,0.132776,0.015895,0.003174,0.000000,False,True
211,0.254866,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+1.5000,-0.5000,0.002098,0.021022,0.086461,0.097392,0.014234,0.003034,0.026250,False,True
212,0.255028,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-1.5000,-0.5000,0.001972,0.027678,0.086677,0.098061,0.013664,0.002940,0.030000,False,True
213,0.255068,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,+0.5000,-0.3000,0.004108,0.044485,0.086702,0.119626,0.017010,0.003328,0.000000,False,True
214,0.255845,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.0000,-0.5000,0.003464,0.021593,0.086727,0.130863,0.015913,0.003221,0.001250,False,True
215,0.255881,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-1.5000,+0.0000,0.003000,0.018641,0.086693,0.113130,0.014250,0.003328,0.008750,False,True
216,0.255974,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-1.0000,+0.5000,0.003011,0.024243,0.086378,0.106119,0.017209,0.003626,0.000000,False,True
217,0.256184,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,+0.5000,+0.5000,0.003889,0.040034,0.086864,0.127666,0.016173,0.003295,0.000000,False,True
218,0.256620,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+1.0000,-0.3000,0.004077,0.035941,0.086881,0.112192,0.015461,0.003445,0.003750,False,True
219,0.256976,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-0.5000,+0.5000,0.007809,0.039403,0.088329,0.142130,0.013324,0.002993,0.000000,False,True
220,0.256995,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-0.5000,+0.0000,0.003340,0.036361,0.086764,0.141324,0.016983,0.003138,0.000000,False,True
221,0.257169,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+1.0000,+0.3000,0.005053,0.030486,0.087437,0.158910,0.012186,0.002805,0.003750,False,True
222,0.257230,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.5000,-0.3000,0.003305,0.026103,0.086771,0.130660,0.012642,0.003083,0.011250,False,True
223,0.257421,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-0.5000,+0.3000,0.005738,0.021417,0.087254,0.132145,0.013888,0.003255,0.000000,False,True
224,0.257546,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+1.5000,+0.5000,0.004371,0.035388,0.086803,0.133341,0.014933,0.002873,0.013750,False,True
225,0.258049,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,+2.0000,+0.0000,0.003705,0.023273,0.086947,0.146387,0.013041,0.002708,0.016250,False,True
226,0.258064,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+1.0000,+0.0000,0.006346,0.037488,0.087748,0.114793,0.015117,0.003261,0.007500,False,True
227,0.258272,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-1.5000,-0.5000,0.002893,0.022718,0.086508,0.113752,0.014151,0.003296,0.013750,False,True
228,0.258404,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,+0.5000,-0.3000,0.004520,0.026456,0.087271,0.123211,0.012177,0.003542,0.000000,False,True
229,0.259384,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-1.0000,+0.3000,0.005795,0.033372,0.087504,0.120009,0.014176,0.003450,0.002500,False,True
230,0.259748,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,+1.5000,-0.3000,0.004355,0.034179,0.087313,0.132446,0.013128,0.002742,0.023750,False,True
231,0.259970,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+0.5000,+0.3000,0.006010,0.035242,0.087418,0.142735,0.015465,0.003170,0.000000,False,True
232,0.260348,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-1.5000,-0.3000,0.004647,0.027227,0.087331,0.133775,0.013171,0.002999,0.015000,False,True
233,0.261915,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,+1.0000,+0.5000,0.003824,0.042141,0.087003,0.145920,0.017529,0.003090,0.006250,False,True
234,0.262259,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-1.0000,+0.0000,0.005175,0.024105,0.087356,0.148514,0.014877,0.003105,0.005000,False,True
235,0.262657,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-0.5000,-0.3000,0.004868,0.029146,0.087265,0.136361,0.015276,0.003462,0.000000,False,True
236,0.262708,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-1.5000,-0.3000,0.002808,0.036058,0.086469,0.087005,0.017117,0.003062,0.040000,False,True
237,0.263313,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,+0.5000,+0.3000,0.005198,0.022957,0.087692,0.142365,0.014603,0.003405,0.000000,False,True
238,0.263337,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+2.0000,+0.5000,0.004214,0.017455,0.086904,0.117059,0.015191,0.002996,0.027500,False,True
239,0.263600,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-2.0000,-0.5000,0.002419,0.020945,0.086852,0.072513,0.013892,0.003049,0.052500,False,True
240,0.263610,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-2.0000,-0.5000,0.003743,0.014062,0.086962,0.128118,0.013516,0.002871,0.028750,False,True
241,0.263864,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+1.0000,-0.5000,0.005004,0.025478,0.087044,0.139650,0.016975,0.003274,0.005000,False,True
242,0.264142,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-0.5000,-0.5000,0.008786,0.042366,0.088925,0.168685,0.013635,0.002897,0.000000,False,True
243,0.264673,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+1.5000,-0.5000,0.004738,0.023430,0.087256,0.116695,0.015184,0.002817,0.035000,False,True
244,0.264778,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-2.0000,+0.3000,0.001485,0.042907,0.086418,0.033521,0.014880,0.002290,0.100000,False,True
245,0.265094,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+1.5000,-0.5000,0.003872,0.014896,0.087003,0.149616,0.014238,0.003048,0.013750,False,True
246,0.265119,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-1.5000,+0.3000,0.005157,0.026126,0.087432,0.112744,0.013767,0.003438,0.017500,False,True
247,0.265142,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-1.0000,-0.3000,0.003526,0.022970,0.086684,0.121309,0.013554,0.003885,0.001250,False,True
248,0.266936,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,+1.0000,+0.3000,0.003907,0.028140,0.087025,0.118139,0.014219,0.003949,0.002500,False,True
249,0.267027,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-2.0000,+0.5000,0.003066,0.018543,0.086747,0.126179,0.014897,0.002283,0.055000,False,True
250,0.267494,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-1.5000,+0.0000,0.005052,0.020099,0.087622,0.153414,0.014910,0.003111,0.011250,False,True
251,0.267507,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-1.5000,+0.5000,0.004617,0.022292,0.087139,0.119715,0.015844,0.003390,0.018750,False,True
252,0.267581,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-0.5000,-0.3000,0.007178,0.031841,0.087876,0.145973,0.015132,0.003452,0.000000,False,True
253,0.268024,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-1.0000,-0.3000,0.004340,0.022306,0.087431,0.141800,0.012266,0.003751,0.000000,False,True
254,0.268106,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+1.0000,+0.5000,0.004367,0.025850,0.086940,0.149242,0.016634,0.003532,0.000000,False,True
255,0.268229,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+1.5000,-0.3000,0.003339,0.021993,0.086777,0.110143,0.014656,0.003026,0.040000,False,True
256,0.268369,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+2.0000,-0.3000,0.001767,0.023466,0.086400,0.059485,0.014926,0.002890,0.072500,False,True
257,0.268975,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+1.5000,-0.3000,0.004499,0.030211,0.087015,0.145500,0.014909,0.002994,0.022500,False,True
258,0.269148,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,+1.5000,+0.0000,0.004175,0.017517,0.086962,0.123196,0.013284,0.003581,0.016250,False,True
259,0.269164,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+0.5000,+0.3000,0.005618,0.029311,0.087484,0.140217,0.016006,0.003674,0.000000,False,True
260,0.269980,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-1.5000,+0.5000,0.003779,0.018399,0.087081,0.147249,0.012490,0.003527,0.008750,False,True
261,0.270186,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-2.0000,-0.5000,0.004419,0.023792,0.087217,0.146223,0.013582,0.002330,0.047500,False,True
262,0.270910,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+1.5000,+0.5000,0.003651,0.024701,0.086825,0.085018,0.016694,0.004145,0.017500,False,True
263,0.271091,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-2.0000,+0.5000,0.001897,0.016756,0.085956,0.070292,0.015314,0.003447,0.052500,False,True
264,0.271151,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+1.0000,-0.5000,0.004142,0.023389,0.087072,0.145594,0.013328,0.003796,0.001250,False,True
265,0.271329,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+0.5000,+0.0000,0.003445,0.024802,0.086823,0.170392,0.016655,0.003422,0.000000,False,True
266,0.271668,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+2.0000,-0.3000,0.003126,0.020098,0.086664,0.068618,0.013985,0.003173,0.062500,False,True
267,0.272818,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-2.0000,+0.5000,0.004495,0.026285,0.086880,0.097407,0.015554,0.002804,0.058750,False,True
268,0.272922,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-1.0000,-0.5000,0.004634,0.029197,0.087036,0.146225,0.015920,0.003785,0.001250,False,True
269,0.273097,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.5000,-0.5000,0.003438,0.030019,0.086841,0.137899,0.015721,0.003046,0.032500,False,True
270,0.274096,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+2.0000,+0.0000,0.003955,0.027083,0.086836,0.046328,0.014251,0.002793,0.088750,False,True
271,0.274196,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-1.0000,+0.3000,0.004297,0.028987,0.087035,0.136145,0.015469,0.004029,0.001250,False,True
272,0.274352,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,+2.0000,+0.3000,0.003418,0.022666,0.086855,0.136347,0.013931,0.002878,0.042500,False,True
273,0.274932,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,-2.0000,-0.3000,0.004376,0.034613,0.086068,0.045851,0.012282,0.003320,0.073750,False,True
274,0.275037,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-1.5000,+0.0000,0.003749,0.025524,0.087049,0.138934,0.013075,0.003329,0.027500,False,True
275,0.275820,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+2.0000,+0.3000,0.002987,0.027052,0.086661,0.095337,0.014704,0.003269,0.052500,False,True
276,0.277091,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-2.0000,-0.3000,0.003470,0.017535,0.086741,0.102811,0.015791,0.003094,0.055000,False,True
277,0.277128,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,-2.0000,-0.5000,0.003333,0.017864,0.086909,0.123044,0.013825,0.003298,0.040000,False,True
278,0.277224,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,+2.0000,+0.5000,0.004492,0.021299,0.087265,0.118131,0.013115,0.003449,0.036250,False,True
279,0.278416,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+0.5000,+2.0000,+0.0000,0.002871,0.020743,0.086752,0.117382,0.012940,0.003418,0.042500,False,True
280,0.278931,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.5000,+0.0000,0.005105,0.026696,0.087540,0.147432,0.013433,0.003169,0.032500,False,True
281,0.279090,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-1.0000,-2.0000,-0.3000,0.003623,0.032707,0.086976,0.125635,0.013945,0.003078,0.048750,False,True
282,0.280097,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,+1.0000,-0.5000,0.005375,0.022324,0.087259,0.152912,0.013362,0.003808,0.010000,False,True
283,0.280469,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-2.0000,-1.5000,+0.5000,0.004859,0.022330,0.087503,0.147515,0.017054,0.003354,0.026250,False,True
284,0.282415,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.0000,-1.5000,+0.5000,0.004392,0.036308,0.087003,0.094898,0.014608,0.003650,0.048750,False,True
285,0.284163,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+1.5000,+1.5000,+0.3000,0.005179,0.032445,0.087269,0.129115,0.018093,0.003248,0.043750,False,True
286,0.284715,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,-0.5000,-1.5000,-0.3000,0.005193,0.034604,0.087135,0.118221,0.015343,0.003394,0.047500,False,True
287,0.285117,+0.0000,+0.0000,+0.0000,+0.0000,+0.0000,+2.0000,-1.5000,-0.5000,0.007472,0.038720,0.087926,0.128077,0.015363,0.003040,0.051250,False,True
