index,action_LL_RL,action_Lcrank_Rcrank,wheel_support_height,nonwheel_clearance,wheel_height_mismatch,active_target_error,final_passive_velocity,peak_passive_velocity,finite,done_seen,position_LL,position_Lcrank,position_RL,position_Rcrank,position_Yaw,position_L234,position_Lcal,position_L12,position_R234,position_Rcal,position_R12,position_P,position_P12,position_L45,position_Lwhl,position_R45,position_Rwhl,position_P23
0,-0.20000000298023224,-0.20000000298023224,0.08888858556747437,0.027771830558776855,3.93986701965332e-05,6.906688213348389e-06,0.0006501779425889254,0.009187239222228527,True,False,-0.05999976024031639,-0.0600007101893425,-0.06000690907239914,-0.05999327823519707,-3.0526646810358216e-07,-1.405508828611346e-05,-8.743841135583352e-06,0.037754155695438385,-2.4351191314053722e-05,4.321647065808065e-05,-0.03451713174581528,1.8086417696849821e-07,-3.4994221209672105e-07,-1.064318621502025e-05,-3.551803047230351e-07,-3.589445987017825e-05,-4.112877434181428e-07,-2.2790237608205643e-07
1,-0.20000000298023224,-0.15000000596046448,0.08890274167060852,0.02776116132736206,9.02414321899414e-05,0.004616547375917435,0.04489585757255554,0.04489585757255554,True,False,-0.055476900190114975,-0.0494316928088665,-0.055383455008268356,-0.04939436912536621,3.427545743761584e-05,-0.0004245997697580606,-0.0004138819931540638,-0.12971654534339905,-0.00017381070938427,0.00017669970111455768,0.06713752448558807,-0.00019574897305574268,0.0007361601456068456,-0.00032256319536827505,-5.6439439504174516e-06,-6.833551015006378e-05,-0.00058169529074803,0.0004973479080945253
2,-0.20000000298023224,-0.10000000149011612,0.08889895677566528,0.02774214744567871,0.00028628110885620117,0.009193990379571915,0.0734919011592865,0.0734919011592865,True,False,-0.051017072051763535,-0.03882871940732002,-0.050806012004613876,-0.03877870738506317,6.326108996290714e-05,-0.0015597866149619222,-0.0015494400868192315,-0.23104700446128845,-0.00036926372558809817,0.0003696062776725739,0.08205612003803253,-0.00040051882388070226,0.0014949298929423094,-0.0013643248239532113,-2.1121100871823728e-05,-0.00015656980394851416,-0.0012435077223926783,0.0010244230506941676
3,-0.20000000298023224,-0.05000000074505806,0.0891522765159607,0.0277135968208313,0.0005620718002319336,0.014519613236188889,0.061724185943603516,0.061724185943603516,True,False,-0.046547356992959976,-0.02829580381512642,-0.0454803891479969,-0.029003579169511795,0.00010238300455966964,-0.001860066899098456,-0.0018556377617642283,-0.19880497455596924,0.0006257573841139674,-0.0006372653879225254,-0.04788218066096306,-0.0005762415239587426,0.0022926684468984604,-0.0015739469090476632,-4.479008202906698e-05,0.0009713461040519178,-0.0017543223220854998,0.001464033150114119
4,-0.20000000298023224,0.0,0.089423269033432,0.027672022581100464,0.0004949569702148438,0.022207431495189667,0.010742254555225372,0.12985189259052277,True,False,-0.04164334759116173,-0.01823456771671772,-0.037792570888996124,-0.021667933091521263,0.00017650834342930466,-0.0005094293155707419,-0.000488441379275173,-0.07011063396930695,0.001680433051660657,-0.0017160340212285519,-0.2618192732334137,-0.0007277369732037187,0.003211862873286009,-0.0001113827238441445,-7.135163468774408e-05,0.002219524933025241,-0.002008394803851843,0.001806341577321291
5,-0.20000000298023224,0.05000000074505806,0.08954432606697083,0.02765372395515442,1.0818243026733398e-05,0.02783212810754776,0.11777058243751526,0.1486516296863556,True,False,-0.03283242881298065,-0.012066190131008625,-0.03216787427663803,-0.012149086222052574,0.00020964031864423305,0.0020619721617549658,0.002100246027112007,0.24131111800670624,0.002093508141115308,-0.0021314595360308886,-0.26182299852371216,-0.0008648738730698824,0.004245413467288017,0.0026627681218087673,-9.676436457084492e-05,0.002762084361165762,-0.0017046484863385558,0.0021327000577002764
6,-0.20000000298023224,0.10000000149011612,0.08965277671813965,0.027630150318145752,1.7315149307250977e-05,0.03345716744661331,0.0002550435019657016,0.1888190656900406,True,False,-0.026798348873853683,-0.0031384294852614403,-0.02654283680021763,-0.002686788560822606,0.00025474332505837083,0.002423069905489683,0.0024712320882827044,0.2618176341056824,0.0025051929987967014,-0.0025473099667578936,-0.26182758808135986,-0.0010227360762655735,0.005149166565388441,0.003152678022161126,-0.00012821350537706167,0.0033047611359506845,-0.001448866561986506,0.0025121918879449368
7,-0.20000000298023224,0.15000000596046448,0.08975553512573242,0.027611076831817627,2.849102020263672e-05,0.039100281894207,0.002120698569342494,0.21569879353046417,True,False,-0.021199502050876617,0.0062081958167254925,-0.02089972048997879,0.006735168397426605,0.0003003411693498492,0.0028259516693651676,0.0028636250644922256,0.2618207633495331,0.00290660304017365,-0.0029460557270795107,-0.2618323266506195,-0.0011806468246504664,0.006058403756469488,0.0036642756313085556,-0.00016332614177372307,0.003832970280200243,-0.0009071044041775167,0.0028916564770042896
8,-0.20000000298023224,0.20000000298023224,0.08985748887062073,0.027593284845352173,4.330277442932129e-05,0.044763267040252686,0.0010742645245045424,0.24149788916110992,True,False,-0.01559342909604311,0.015530246309936047,-0.015236735343933105,0.016118282452225685,0.00034704894642345607,0.0032182002905756235,0.003288272302597761,0.2618239223957062,0.0033092531375586987,-0.003367202589288354,-0.26183706521987915,-0.0013348606880754232,0.00698122289031744,0.00419383542612195,-0.00020631465304177254,0.00437646871432662,-0.0009286508429795504,0.0032593945506960154
9,-0.15000000596046448,-0.20000000298023224,0.08888798952102661,0.02773869037628174,2.4527311325073242e-05,0.005430355668067932,0.05311554670333862,0.053481921553611755,True,False,-0.050430357456207275,-0.05465471372008324,-0.05037911981344223,-0.05482764169573784,-3.839568671537563e-05,-0.0004297736450098455,-0.00042289996054023504,0.2523069977760315,-0.00046734794159419835,0.00043764468864537776,-0.23170410096645355,0.00017914283671416342,-0.0008088225731626153,-0.0005412443424575031,-4.102574621356325e-06,-0.0005732654826715589,0.0003857567207887769,-0.0004484826058614999
